,AVG_7D,AVG_14D,AVG_21D
1,-0.05421086956307569,-0.08439213191521527,-0.14018740576645558
2,0.01204344877772075,0.0031508264569194144,0.0015956313227287755
3,-0.06290061034542088,-0.07495809411814897,-0.1375591324239847
4,-0.06838390733935425,-0.10835725052014109,-0.15380011800221566
5,0.03254315928384627,-0.003988461222235709,-0.06487495002205616
6,-0.0578646765499892,-0.07586024717856946,-0.06837991134328109
7,0.028194150364704223,0.029946545195033116,0.03282589272640575
8,0.04459960255133087,0.07852562256140859,0.12022830603084377
9,-0.03312392903647946,-0.04424275078298772,-0.0394163116907916
10,-0.0020283523363931926,-0.02918738886968129,-0.0058178524311076575
11,0.0066602950847253085,0.016187463088308707,0.03961833556033357
13,0.6841097330535542,0.702842356452934,0.7081619417394143
14,0.11303024753016198,0.17208019285043621,0.23028573942932162
16,0.08878007238925611,0.15968624432372328,0.20172939400670464
17,-0.0261481929807411,-0.043674884401759234,-0.06887371008190983
18,-0.014240222671150401,-0.019168276348636003,-0.0014555052956029993
19,0.02979985893171165,0.05149689760780615,0.05480597047859078
20,0.00870015776882633,0.024651958920443556,0.05812797480152438
21,0.05978678489150766,0.05924630845073898,0.05103206609368251
22,-0.021016733594589748,0.013099761572582875,0.052565640626377405
23,-0.00820191094971366,-0.010623048927882552,-0.013357728127273382
24,-0.01761016375230017,-0.028242825952944157,-0.03825323272976629
25,-0.01852321424625041,-0.0469709493461583,-0.07204400648940824
26,-0.010563627937411484,-0.07817443673865665,-0.10743932633569611
27,0.23387094799776792,0.24645509083261657,0.28705020943049186
28,0.08359527051519862,0.14857675219735636,0.15454546758249443
29,-0.06693670319287677,-0.02196287062205051,0.04655323147435644
30,0.032604077653238354,0.008920774249164784,-0.05648658175553775
31,0.004678862692569701,-0.007288317450057374,-0.033361738557504926
32,-0.0060157201614200115,-0.0018552880512422711,-0.012999050571419824
33,0.007513734828673248,0.025945328675206786,0.03434192460772452
34,0.013725484625415854,0.0020660140649671104,-0.006859434900178704
35,-0.009036464142843289,-0.038163256423540584,-0.045201330852882804
36,0.0920669667757847,0.10831537997468094,0.12213994317851004
37,-0.09706937815492761,-0.10989045525696191,-0.14284315556310678
38,0.14110607340329911,0.1677766959844626,0.1654554648853047
39,-0.0223092746836113,-0.023904901552357197,-0.012536066185961418
40,-0.13073394863311788,-0.1808097809419575,-0.20260474712281332
42,-0.0009429550248995941,-0.008515654241819673,-0.005794372544335555
43,-0.020424675548754885,0.0010843227044014326,0.011995829485366342
44,0.03747323355776128,0.04056957693664789,0.031076973965059054
45,-0.052910032145048726,-0.08833817547807998,-0.10848592072507701
46,-0.1605206304631277,-0.08457418913600576,-0.03137506156410482
47,-0.08674861439066947,-0.09223961383422172,-0.10320843215338583
48,-0.022975944681714117,-0.03257330546816407,-0.05591631302792133
49,0.013333357069227732,0.028443127151388522,0.0699588531066861
50,-0.07935716200335349,-0.07545149197370922,-0.07114690625261288
51,0.054370116512540444,0.0503219140115709,0.03664413061887037
52,0.002738788086271883,0.04583262603972159,0.09208290859667008
53,0.2460391425908668,0.3078597339782347,0.3174915866371174
54,0.026966292134831343,0.04144290201641497,0.005026724357342756
55,-0.0018911252195056058,-0.06469311390132629,-0.07202451409122623
56,0.09194938072159406,0.1233076442407832,0.09987504049613556
57,-0.002347918890074852,-0.019860440150295318,-0.01691592856105703
58,0.0028614043171688807,-0.00017151471708686878,-0.031627352444432495
59,0.14188170270133504,0.15000003987475075,0.1392312262200939
60,0.054148510643759425,0.07446245731311452,0.08809911590779715
61,0.030711100716568903,0.027242186203313028,0.031403763619081725
