,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Koszty finansowe,572.0,481.0,408.0,47.0,308.0,200.0,436.0,343.0,1853.0,6266.0,1390.0,-4192.0,2371.0,3280.0,2478.0,1841.0,2829.0,1829.0,2304.0,2379.0,2090.0,2556.0,2532.0,-195.0,1919.0,2023.0,1861.0,2431.0,4045.0,3431.0,4011.0,4258.0,3764.0,3584.0,3670.0,6035.0,4055.0,4992.0,6106.0,6021.0,9782.0,3946.0,6498.0,3574.0,10300.0,3800.0,9900.0,9400.0,18800.0,16800.0,3400.0,27900.0,24800.0,39600.0,46800.0,8700.0,24600.0,53400.0,12200.0,141100.0,114100.0,-17200.0,48400.0,133100.0,34700.0,31800.0,47800.0,86600.0,98700.0,106500.0,90000.0,106700.0,111100.0,102500.0,104400.0,128500.0
Pozostałe przychody (koszty),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-10300.0,1300.0,-17900.0,9400.0,-27200.0,-117100.0,4200.0,-20800.0,-3600.0,-6100.0,-6500.0,16600.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,300.0
Zysk z działalności gospodarczej,7455.0,16626.0,11735.0,18836.0,4799.0,29278.0,11218.0,19532.0,14025.0,20544.0,10184.0,13535.0,18021.0,40415.0,33099.0,30666.0,4702.0,37876.0,13339.0,43760.0,7199.0,36250.0,28848.0,50312.0,-3674.0,55500.0,21212.0,78336.0,4595.0,47178.0,20375.0,54175.0,-37376.0,71057.0,28400.0,89195.0,2211.0,82492.0,45373.0,95059.0,922.0,91934.0,18801.0,121343.0,-14700.0,140000.0,9300.0,206300.0,-34600.0,164400.0,48200.0,162800.0,-137800.0,212900.0,-29600.0,210900.0,-174900.0,93900.0,-19300.0,127900.0,-386100.0,-313000.0,-44700.0,-224500.0,-132500.0,43800.0,32000.0,-97200.0,-154500.0,-57300.0,-65000.0,-122100.0,-154100.0,26000.0,-28800.0,18700.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,7455.0,16626.0,11735.0,18836.0,4799.0,29278.0,11218.0,19532.0,14025.0,20544.0,10184.0,13535.0,18021.0,40415.0,33099.0,30666.0,4702.0,37876.0,13339.0,43760.0,7199.0,36250.0,28848.0,50312.0,-3674.0,55500.0,21212.0,78336.0,4595.0,47178.0,20375.0,54175.0,-37376.0,71057.0,28400.0,89195.0,2211.0,82492.0,45373.0,95059.0,922.0,91934.0,18801.0,121343.0,-14700.0,140000.0,9300.0,206300.0,-34600.0,164400.0,48200.0,162800.0,-137800.0,212900.0,-29600.0,210900.0,-174900.0,93900.0,-19300.0,127900.0,-386100.0,-313000.0,-44700.0,-224500.0,-132500.0,43800.0,32000.0,-97200.0,-154500.0,-57300.0,-65000.0,-122100.0,-154100.0,26000.0,-28800.0,18700.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-166800.0,-12600.0,-33900.0,0.0,600.0,0.0,-275400.0,-18000.0,2000.0,-41000.0,68000.0,6200.0,-4500.0,-45200.0,2700.0,0.0,100.0,0.0,0.0,0.0,0.0
Zysk netto,5380.0,13033.0,8514.0,16909.0,4164.0,24016.0,9068.0,15974.0,11010.0,17217.0,8355.0,11071.0,17110.0,31701.0,27234.0,26418.0,4601.0,30886.0,11067.0,37049.0,5090.0,47696.0,23314.0,41756.0,-6234.0,47917.0,17099.0,63994.0,2678.0,42775.0,17391.0,43470.0,-39664.0,69167.0,25295.0,70419.0,416.0,69757.0,40244.0,309658.0,6409.0,105132.0,33827.0,114032.0,-17800.0,131100.0,10000.0,192200.0,-37600.0,150700.0,41200.0,148000.0,-144100.0,209900.0,-46000.0,36900.0,-166400.0,45900.0,-43400.0,136400.0,-354400.0,-586800.0,-60400.0,-278700.0,-174000.0,109200.0,18500.0,-146000.0,-205300.0,-51400.0,-75300.0,-111900.0,-152000.0,14900.0,-17000.0,29400.0
Zysk netto akcjonariuszy jednostki dominującej,5380.0,13033.0,8514.0,16909.0,4164.0,24016.0,9068.0,15974.0,11010.0,17217.0,8355.0,11071.0,17110.0,31701.0,27234.0,26418.0,4601.0,30886.0,11067.0,37049.0,5090.0,47696.0,23314.0,41756.0,-6234.0,47917.0,17099.0,63994.0,2678.0,42775.0,17391.0,43470.0,-39664.0,69167.0,25295.0,70419.0,416.0,69757.0,40244.0,309658.0,6409.0,105132.0,33827.0,113632.0,-19500.0,120200.0,16800.0,189000.0,-40800.0,146000.0,38500.0,143200.0,-145700.0,204200.0,-44700.0,45500.0,-152600.0,37000.0,-32700.0,120900.0,-339900.0,-588100.0,-63800.0,-287900.0,-185900.0,99200.0,12200.0,-148900.0,-208600.0,-44300.0,-64900.0,-99800.0,-140300.0,33700.0,5100.0,45400.0
Aktywa trwałe,48703.0,52286.0,54524.0,58936.0,67384.0,64862.0,71398.0,87735.0,93667.0,115433.0,119662.0,130178.0,137133.0,151519.0,156497.0,184506.0,190431.0,196245.0,202859.0,209908.0,225975.0,249056.0,254226.0,269959.0,285945.0,323824.0,342394.0,367139.0,371624.0,379361.0,382426.0,387368.0,385054.0,387441.0,410901.0,430195.0,437391.0,466464.0,515841.0,812507.0,837986.0,863352.0,897417.0,920300.0,1144400.0,1172300.0,1199700.0,1287300.0,1038300.0,1087600.0,1114500.0,1154100.0,3602300.0,3921900.0,3907100.0,3574100.0,4002700.0,4316400.0,4326100.0,4210500.0,4217200.0,3568000.0,3521600.0,3375100.0,3323000.0,3321500.0,3251700.0,3393800.0,3343700.0,3439000.0,3419900.0,3601300.0,3609600.0,3662600.0,3701600.0,3740500.0
Wartości niematerialne i prawne,259.0,290.0,312.0,280.0,282.0,296.0,282.0,277.0,322.0,361.0,346.0,344.0,724.0,1411.0,1330.0,1274.0,1224.0,1186.0,1130.0,1073.0,1009.0,953.0,936.0,882.0,835.0,782.0,730.0,705.0,3268.0,7161.0,7936.0,7780.0,7521.0,7320.0,7190.0,7275.0,8403.0,8705.0,8525.0,9310.0,9091.0,8175.0,7848.0,5900.0,216800.0,218000.0,218300.0,287400.0,287400.0,189200.0,299200.0,303700.0,2710400.0,2817400.0,2735800.0,2334300.0,2445200.0,540900.0,555200.0,544300.0,543700.0,530400.0,529000.0,506200.0,503600.0,502800.0,497900.0,515800.0,525600.0,549800.0,553200.0,580700.0,598900.0,612300.0,625000.0,631200.0
Rzeczowe składniki majątku trwałego,47896.0,51762.0,53937.0,58271.0,58708.0,63491.0,70142.0,86000.0,91610.0,111429.0,115599.0,127057.0,132108.0,145881.0,150270.0,177173.0,183313.0,190234.0,196092.0,202591.0,219063.0,218509.0,224840.0,240894.0,258649.0,297699.0,316161.0,337894.0,341390.0,345643.0,349988.0,354894.0,353923.0,353983.0,376774.0,391893.0,404106.0,427995.0,475249.0,520875.0,537867.0,547880.0,560487.0,591900.0,614700.0,641500.0,650200.0,679600.0,679200.0,843100.0,753100.0,787000.0,825500.0,1026700.0,1091400.0,1144300.0,1225600.0,3384700.0,3381700.0,3366600.0,3321000.0,2858600.0,2800900.0,2693400.0,2632900.0,2592200.0,2521400.0,2677600.0,2609100.0,2690900.0,2680100.0,2821800.0,2802700.0,2839800.0,2842700.0,2845600.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,323.0,308.0,293.0,278.0,263.0,248.0,233.0,219.0,204.0,189.0,174.0,159.0,144.0,129.0,114.0,99.0,84.0,70.0,3472.0,3159.0,1804.0,1083.0,465.0,290.0,81.0,728.0,206.0,189.0,188.0,0.0,15000.0,15000.0,15000.0,20836.0,10000.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24200.0,50400.0,53600.0,52700.0,56300.0,1100.0,1100.0,1200.0,1200.0,800.0,500.0,1000.0,300.0,300.0,400.0,0.0,0.0,0.0,100.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,7560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210800.0,232700.0,233100.0,136600.0,159300.0,20800.0,20900.0,22200.0,22200.0,21000.0,22000.0,23900.0,18400.0,18200.0,13700.0,15000.0,14700.0,14700.0,14700.0,15000.0
Pozostałe aktywa trwałe,548.0,234.0,275.0,385.0,834.0,1075.0,974.0,1458.0,1397.0,3320.0,3409.0,2484.0,4023.0,3964.0,4649.0,5826.0,5675.0,4621.0,5448.0,6070.0,5744.0,29450.0,28321.0,28069.0,26362.0,25259.0,25433.0,25068.0,23807.0,24753.0,23419.0,24229.0,23320.0,26057.0,26209.0,30821.0,24693.0,29576.0,32067.0,267322.0,276028.0,292297.0,308246.0,312500.0,312900.0,312800.0,316200.0,320300.0,71700.0,55300.0,62200.0,63400.0,66400.0,77800.0,79900.0,95500.0,96900.0,107700.0,102500.0,110300.0,136900.0,157100.0,169700.0,152100.0,163100.0,204700.0,209900.0,175500.0,190300.0,179800.0,172500.0,183800.0,193300.0,195800.0,219100.0,248700.0
Aktywa obrotowe,158160.0,130474.0,137557.0,145555.0,150212.0,153203.0,173530.0,153147.0,208311.0,188482.0,205184.0,193058.0,288608.0,308794.0,337181.0,307091.0,348769.0,384030.0,415014.0,341217.0,348890.0,349321.0,415085.0,408263.0,466857.0,492645.0,532214.0,598474.0,631985.0,586326.0,592482.0,590746.0,552604.0,618006.0,711264.0,689532.0,925575.0,1204522.0,1046661.0,981725.0,1073164.0,941154.0,950208.0,1151700.0,1141600.0,1261100.0,1397200.0,1381800.0,1861800.0,1989800.0,1739800.0,2215800.0,2120700.0,3026800.0,2870800.0,3161900.0,2917600.0,2876900.0,3042800.0,2933200.0,2997500.0,2886600.0,3276600.0,3272300.0,3366600.0,3724700.0,4081300.0,4106900.0,3956000.0,4145500.0,4116500.0,3462800.0,3735200.0,3597900.0,4176600.0,3605500.0
Zapasy,94779.0,92112.0,93877.0,86506.0,101072.0,102489.0,107104.0,101940.0,133463.0,93779.0,115220.0,121800.0,160097.0,194819.0,215082.0,203196.0,251623.0,255270.0,284491.0,242693.0,274697.0,249710.0,262958.0,252446.0,320298.0,333732.0,407163.0,484815.0,464421.0,452989.0,424173.0,399163.0,445961.0,433341.0,466693.0,463008.0,570788.0,682476.0,736281.0,741286.0,800819.0,748706.0,700076.0,680500.0,887300.0,842100.0,982200.0,1034900.0,1285100.0,1359900.0,1509400.0,1417700.0,1716900.0,1845300.0,1944000.0,1806100.0,2079800.0,2012100.0,2164400.0,1942300.0,2370500.0,1994600.0,2134100.0,2192600.0,2429200.0,2456900.0,2538000.0,2625800.0,2729400.0,2950700.0,3121400.0,2691100.0,2914300.0,2742200.0,3078400.0,2911600.0
Należności krótkoterminowe,59656.0,30869.0,36539.0,26090.0,46408.0,44607.0,58879.0,39822.0,63503.0,76463.0,81186.0,60371.0,118914.0,103907.0,109929.0,61262.0,88276.0,111888.0,94827.0,37629.0,57529.0,69566.0,118792.0,72752.0,127169.0,99781.0,110361.0,78733.0,147298.0,82297.0,105210.0,65875.0,80559.0,94242.0,123273.0,82788.0,156202.0,97773.0,123700.0,78020.0,111484.0,55889.0,79735.0,112600.0,84900.0,149600.0,254800.0,192400.0,263300.0,290200.0,114700.0,276900.0,270000.0,445300.0,441700.0,437600.0,578200.0,352400.0,406800.0,443700.0,377500.0,378800.0,444000.0,408100.0,442600.0,471500.0,657700.0,536900.0,647000.0,484200.0,517600.0,376300.0,426500.0,432600.0,499600.0,402300.0
Inwestycje krótkoterminowe,3725.0,7464.0,5412.0,32931.0,2732.0,6074.0,7193.0,11385.0,11345.0,18240.0,8778.0,10887.0,9597.0,10068.0,12170.0,15358.0,8870.0,16872.0,35696.0,60895.0,16664.0,30045.0,33335.0,83065.0,19390.0,59132.0,14690.0,34926.0,20266.0,51040.0,63099.0,125708.0,26084.0,90423.0,121298.0,143736.0,198585.0,424273.0,186680.0,162419.0,160861.0,136559.0,170397.0,358600.0,169400.0,269400.0,160200.0,154500.0,313400.0,339700.0,115700.0,521200.0,133800.0,736200.0,485100.0,414800.0,250000.0,512400.0,471600.0,547200.0,249500.0,513200.0,429600.0,460700.0,309300.0,796300.0,885600.0,944200.0,494300.0,710600.0,477500.0,395400.0,394400.0,423100.0,574000.0,267000.0
Środki pieniężne i inne aktywa pieniężne,3560.0,6619.0,5046.0,32931.0,2732.0,6010.0,6561.0,8874.0,9177.0,18240.0,8778.0,10887.0,9597.0,10068.0,12170.0,15358.0,8870.0,16872.0,35696.0,60895.0,16664.0,30045.0,33335.0,83065.0,19390.0,59132.0,14690.0,34926.0,20266.0,51040.0,63099.0,125708.0,26084.0,90423.0,121298.0,143736.0,198585.0,424273.0,186680.0,161906.0,160861.0,136559.0,170397.0,340600.0,154300.0,254300.0,160200.0,143400.0,302300.0,328600.0,104500.0,511600.0,133800.0,709200.0,476000.0,375800.0,210700.0,512400.0,467300.0,542600.0,225400.0,505600.0,422300.0,458700.0,304500.0,792200.0,883400.0,941100.0,493800.0,710100.0,475600.0,395400.0,394400.0,423100.0,570300.0,266500.0
Pozostałe aktywa obrotowe,0.0,29.0,1729.0,28.0,0.0,33.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503400.0,9600.0,0.0,0.0,0.0,0.0,0.0,268900.0,210900.0,185500.0,0.0,0.0,0.0,85300.0,0.0,0.0,0.0,0.0,0.0,24600.0,24600.0
