,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,31777.0,27281.0,23452.0,19835.0,17786.0,17173.0,14761.0,14668.0,14701.0,14514.0,14482.0,14491.0,14662.0,14108.0,17327.0,17535.0,17171.0,15961.0,13461.0,13300.0,13114.0,12953.0,243713.0,171358.0,182643.0,159372.0,256295.0,190654.0,193270.0,292994.0,294139.0,382355.0,544454.0,1234339.0,773571.0,431679.0,1205405.0,1184155.0,560455.0,1000794.0,814716.0,815197.0,549671.0,668229.0,1198549.0,1596891.0,483000.0,758000.0,605000.0,614000.0,514000.0,413000.0,435000.0,434000.0,640000.0
Inne zobowiązania długoterminowe,0.0,2788133.0,2818556.0,2919165.0,2975526.0,3009026.0,3049594.0,3280937.0,3168302.0,3257747.0,3234649.0,3875499.0,3980047.0,3821391.0,3823963.0,3734339.0,3891628.0,3870355.0,3854035.0,4226331.0,4189304.0,4306072.0,4167443.0,3573274.0,3716460.0,3585196.0,3542329.0,3136556.0,3118712.0,3043515.0,2974772.0,3144971.0,2669238.0,2655468.0,2592012.0,2786274.0,2724438.0,2710185.0,2749685.0,3053674.0,2936752.0,2820367.0,2778616.0,2442072.0,2506715.0,2434738.0,2406634.0,2654000.0,3332000.0,3170000.0,3204000.0,2433000.0,2417000.0,2641000.0,2624000.0,3000000.0
Zobowiązania krótkoterminowe,0.0,3358420.0,3652970.0,4148150.0,3060577.0,3651805.0,3393303.0,4842697.0,4235457.0,4339002.0,4232567.0,5397377.0,3765182.0,3924245.0,4306899.0,5257730.0,4018618.0,3778952.0,3859402.0,4818537.0,4003452.0,4052828.0,4147364.0,7439326.0,4354195.0,4190389.0,4546852.0,4808857.0,3873983.0,3627241.0,4052434.0,4986203.0,4484737.0,4008183.0,5279907.0,7286742.0,6102177.0,6783737.0,7520567.0,7861831.0,7443455.0,5280352.0,6473059.0,7311423.0,8198380.0,6723902.0,7540753.0,9917000.0,10415000.0,9652000.0,11536000.0,10195000.0,13897000.0,11405000.0,12898000.0,14269000.0
Inne zobowiązania krótkoterminowe,0.0,1664716.0,1924666.0,2169948.0,1737926.0,1958378.0,1965074.0,2264566.0,2227531.0,1995445.0,2128692.0,2467456.0,1867071.0,2081309.0,2366797.0,2932233.0,2152933.0,1798241.0,2083844.0,2306681.0,1853560.0,1823775.0,2198938.0,3190387.0,2384622.0,2243003.0,2639265.0,3503093.0,2259926.0,2278682.0,2620470.0,3298255.0,2902248.0,2343065.0,2862534.0,2910266.0,2398100.0,2694850.0,3171304.0,3970057.0,3350410.0,3254014.0,3555360.0,4318096.0,4741031.0,3071492.0,3461602.0,6049000.0,4044000.0,5527000.0,6280000.0,6907000.0,9807000.0,7926000.0,9057000.0,8670000.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,14515781.0,22016702.0,22515176.0,23430284.0,22789982.0,23404475.0,23461511.0,28526996.0,28852487.0,28968106.0,29676658.0,31273677.0,30749673.0,30689681.0,31425277.0,32355570.0,31670077.0,31577237.0,32137089.0,34559193.0,34172992.0,34322074.0,34949928.0,32071433.0,32250551.0,31661822.0,31913686.0,33456894.0,33216131.0,33225894.0,35619908.0,35792021.0,35480795.0,35052682.0,36455026.0,37097477.0,38283421.0,39183499.0,41223119.0,41917765.0,42941080.0,40010337.0,40518759.0,39411064.0,41599248.0,38518457.0,38621258.0,40075000.0,43148000.0,42676000.0,44495000.0,45320000.0,51026000.0,47700000.0,48898000.0,49798000.0
Przepływy pieniężne z działalności operacyjnej,210575.0,880312.0,834017.0,595441.0,37740.0,1025145.0,716980.0,429061.0,254483.0,1059012.0,1354043.0,852791.0,665009.0,1185965.0,1542781.0,685327.0,106243.0,891430.0,943128.0,677106.0,681859.0,939201.0,1162032.0,604366.0,465534.0,951637.0,988183.0,658861.0,875703.0,1032062.0,1013726.0,637176.0,663260.0,514280.0,1148753.0,-269527.0,-168329.0,1218459.0,388020.0,597425.0,739758.0,1783522.0,945148.0,573551.0,1815915.0,753944.0,1631210.0,800931.0,6000.0,2058000.0,435000.0,276000.0,-645000.0,2985000.0,2900000.0,-624000.0
Amortyzacja,346604.0,341924.0,340860.0,329390.0,349588.0,348244.0,351648.0,361617.0,409916.0,403872.0,415408.0,457008.0,432521.0,431124.0,423414.0,440010.0,455747.0,456358.0,456211.0,428601.0,435307.0,435296.0,444194.0,4113878.0,413618.0,407754.0,423879.0,423475.0,410270.0,416408.0,429461.0,437329.0,422938.0,432660.0,426800.0,439385.0,483972.0,467365.0,476507.0,563889.0,485085.0,514201.0,632140.0,322716.0,521375.0,534406.0,511919.0,532300.0,537000.0,562000.0,536000.0,581000.0,533000.0,553000.0,556000.0,584000.0
Przepływy pieniężne z działalności inwestycyjnej,-398173.0,-335165.0,-356268.0,-418870.0,-517779.0,-391425.0,-769367.0,-4010963.0,-867609.0,-717059.0,-786642.0,-911619.0,-1166909.0,-727376.0,-1003335.0,-1282868.0,-905346.0,-806936.0,-728570.0,-945881.0,-887783.0,-925478.0,-978085.0,-1150776.0,-995523.0,-908849.0,-826431.0,-896655.0,-1537015.0,-760982.0,-692227.0,-881452.0,-982170.0,-423244.0,-798565.0,-1017568.0,-1044823.0,-844939.0,-1676664.0,-968312.0,-1124426.0,-1034562.0,-929737.0,-887843.0,-897445.0,-698690.0,-682119.0,-824746.0,-1003000.0,-838000.0,-847000.0,-1288000.0,-1011000.0,-1083000.0,-1211000.0,-1489000.0
CAPEX (niematerialne i rzeczowe),318329.0,372182.0,347683.0,479894.0,509788.0,423043.0,585815.0,931613.0,968722.0,644899.0,820865.0,900561.0,1141405.0,704809.0,1022375.0,1065084.0,919039.0,822975.0,731006.0,991558.0,900356.0,949754.0,975718.0,1147682.0,993936.0,775694.0,859593.0,887073.0,1251411.0,768821.0,689190.0,852336.0,945670.0,723226.0,900735.0,1006080.0,1036440.0,883218.0,1138596.0,976878.0,1131882.0,968529.0,933772.0,873425.0,967337.0,706958.0,717546.0,863159.0,876000.0,839000.0,901000.0,1263000.0,1014000.0,1086000.0,1210000.0,1531000.0
Przepływy pieniężne z działalności finansowej,-72728.0,-221523.0,-126620.0,-91993.0,-141794.0,-107447.0,-439198.0,3198478.0,649358.0,-183711.0,-127166.0,-190043.0,425453.0,-425988.0,-68493.0,-180072.0,466263.0,-61392.0,-157087.0,1387965.0,-191516.0,-146054.0,18117.0,-206239.0,424789.0,28670.0,-324268.0,461070.0,452241.0,-278375.0,1677961.0,-1092198.0,-51946.0,-56446.0,-70295.0,1350087.0,1020235.0,-47039.0,938643.0,982953.0,845926.0,-1809140.0,-220513.0,810092.0,-481307.0,-851855.0,-1004936.0,335098.0,1459000.0,-1627000.0,502000.0,1184000.0,1685000.0,-1875000.0,-928000.0,1404000.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,262882.0,0.0,0.0,0.0,543290.0,0.0,0.0,0.0,340680.0,9830.0,0.0,0.0,0.0,324182.0,10035.0,0.0,0.0,262882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,-260326.0,323624.0,351129.0,84578.0,-621833.0,526273.0,-491585.0,-383424.0,36232.0,158242.0,440235.0,-248871.0,-76447.0,32601.0,470953.0,-777613.0,-332840.0,23102.0,57471.0,1119190.0,-397440.0,-132331.0,202064.0,-752649.0,-105200.0,71458.0,-162516.0,223276.0,-209071.0,-7295.0,1999460.0,-1336474.0,-370856.0,34590.0,279893.0,62992.0,-192917.0,326481.0,-350001.0,612066.0,461258.0,-1060180.0,-205102.0,495800.0,437163.0,-796601.0,-55845.0,311283.0,462000.0,-407000.0,90000.0,172000.0,29000.0,27000.0,761000.0,-709000.0
