,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Rzeczowe składniki majątku trwałego,145617.0,151051.0,147514.0,166151.0,166692.0,166928.0,165252.0,167722.0,171202.0,177353.0,179988.0,178008.0,176252.0,184619.0,188659.0,195252.0,191171.0,186688.0,187637.0,186629.0,183295.0,186374.0,179877.0,178418.0,177677.0,175019.0,175520.0,179702.0,175283.0,177946.0,185333.0,188789.0,183769.0,179951.0,173297.0,172487.0,170149.0,172028.0,169620.0,197714.0,192567.0,186531.0,188725.0,205287.0,208523.0,207750.0,226584.0,232681.0,233861.0,249213.0,255611.0,277074.0,288415.0,309931.0,312429.0,339534.0,380316.0,400488.0,418833.0,432086.0,443741.0,435556.0,425143.0,416022.0,406186.0,393160.0,388347.0,389683.0,385600.0,387475.0,386150.0,380085.0,372631.0,379170.0,377470.0,386784.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,22.0,22.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,1368.0,1391.0,1414.0,1509.0,1437.0,1560.0,1501.0,1460.0,2503.0,2639.0,2632.0,2752.0,2822.0,2901.0,3099.0,3407.0,3046.0,2980.0,3509.0,3945.0,3486.0
Inwestycje długoterminowe,1712.0,1713.0,1713.0,3758.0,5367.0,5062.0,6257.0,7331.0,1207.0,1207.0,1207.0,124.0,124.0,143.0,124.0,4227.0,3723.0,3730.0,3723.0,3724.0,3724.0,3724.0,3738.0,3738.0,119.0,3733.0,3733.0,3733.0,3979.0,3974.0,3728.0,3737.0,3678.0,3570.0,3570.0,4131.0,4131.0,4131.0,4131.0,5187.0,5187.0,5187.0,5187.0,5187.0,5187.0,5187.0,3571.0,3563.0,3563.0,3563.0,3563.0,4571.0,4571.0,3523.0,3523.0,3565.0,3558.0,3565.0,3565.0,3495.0,3495.0,3489.0,3495.0,4621.0,3495.0,3495.0,3495.0,3495.0,3495.0,3495.0,4381.0,3687.0,5563.0,5917.0,3920.0,3819.0
Pozostałe aktywa trwałe,4712.0,4627.0,4987.0,4957.0,5657.0,5850.0,5564.0,5591.0,6058.0,6112.0,6265.0,4987.0,5277.0,5475.0,5591.0,6459.0,6972.0,6312.0,5329.0,5760.0,6479.0,6760.0,6159.0,6419.0,10235.0,6583.0,7094.0,6321.0,6278.0,6245.0,6031.0,6804.0,6878.0,7871.0,8333.0,8751.0,9361.0,9532.0,9241.0,9786.0,10097.0,10143.0,9913.0,14580.0,14641.0,9838.0,9412.0,9424.0,8967.0,9986.0,10525.0,10908.0,10721.0,12366.0,10949.0,16084.0,20289.0,23197.0,27039.0,38927.0,40030.0,46912.0,43859.0,41298.0,39490.0,34485.0,34204.0,40141.0,37505.0,41971.0,46477.0,45936.0,43883.0,41793.0,42075.0,47772.0
Aktywa obrotowe,109844.0,125940.0,119563.0,105622.0,119008.0,138460.0,132318.0,124672.0,128481.0,136114.0,152991.0,134856.0,141585.0,146500.0,145350.0,149423.0,162932.0,166358.0,149482.0,136830.0,149544.0,174495.0,172427.0,159823.0,177216.0,207927.0,209921.0,217396.0,238871.0,241547.0,237551.0,230654.0,264725.0,302025.0,298688.0,306459.0,342797.0,365028.0,357661.0,389027.0,422608.0,461352.0,426248.0,430707.0,447628.0,515799.0,507919.0,554783.0,589655.0,611099.0,541065.0,534404.0,555675.0,593212.0,527228.0,524333.0,550916.0,521428.0,477418.0,464945.0,489097.0,441782.0,499748.0,526029.0,590433.0,582519.0,535845.0,494616.0,528269.0,580536.0,577770.0,572886.0,625379.0,622809.0,616642.0,568393.0
Zapasy,36431.0,41488.0,37069.0,39680.0,42375.0,54461.0,51447.0,51691.0,49752.0,52389.0,52597.0,52713.0,55976.0,57664.0,56802.0,66224.0,68869.0,69462.0,62845.0,63942.0,68729.0,72661.0,73750.0,76493.0,81174.0,95033.0,91813.0,106159.0,118568.0,114003.0,107350.0,110128.0,110704.0,107405.0,96173.0,102793.0,105849.0,100150.0,98540.0,123404.0,127377.0,119933.0,115632.0,126721.0,123153.0,124944.0,132195.0,141440.0,148403.0,145903.0,156330.0,168445.0,184064.0,193567.0,202354.0,199098.0,188295.0,199269.0,197724.0,207126.0,209474.0,202051.0,184851.0,195085.0,202005.0,214269.0,231217.0,239178.0,251455.0,258447.0,268474.0,270960.0,245710.0,250101.0,248703.0,248398.0
Należności krótkoterminowe,59748.0,70460.0,63132.0,59784.0,70476.0,77651.0,73258.0,66316.0,71718.0,77492.0,71417.0,67893.0,77121.0,79392.0,76475.0,75230.0,85897.0,88842.0,77661.0,68404.0,73391.0,89117.0,85044.0,73982.0,85897.0,99906.0,108339.0,101571.0,110116.0,117711.0,118866.0,101652.0,121807.0,135041.0,132459.0,108573.0,123596.0,129340.0,127750.0,107565.0,134838.0,148637.0,157121.0,124518.0,150372.0,175226.0,172143.0,159015.0,180532.0,201045.0,197335.0,172075.0,176142.0,198692.0,179476.0,177348.0,200213.0,185731.0,192803.0,173163.0,191445.0,140642.0,178249.0,162152.0,195515.0,194074.0,177135.0,168198.0,204210.0,249866.0,242068.0,205282.0,241651.0,240280.0,226013.0,192071.0
Inwestycje krótkoterminowe,5095.0,5394.0,6274.0,5852.0,4346.0,4929.0,6829.0,6340.0,6680.0,4574.0,28182.0,14000.0,6013.0,7332.0,10738.0,7633.0,6038.0,5728.0,6994.0,3956.0,4948.0,10769.0,12341.0,8900.0,7515.0,10828.0,8486.0,9191.0,7316.0,7459.0,9428.0,18258.0,29295.0,56845.0,68246.0,94402.0,110227.0,132584.0,129658.0,156671.0,155386.0,188022.0,150144.0,177516.0,169443.0,211013.0,198978.0,250815.0,254218.0,258380.0,183464.0,191480.0,189391.0,195499.0,141194.0,145637.0,155779.0,130219.0,81707.0,81959.0,81406.0,92214.0,131174.0,165584.0,185860.0,166292.0,121407.0,83969.0,64786.0,64095.0,61533.0,93772.0,130775.0,123605.0,135033.0,124460.0
Środki pieniężne i inne aktywa pieniężne,5095.0,5394.0,6274.0,5852.0,4346.0,4929.0,6829.0,5957.0,6243.0,3997.0,1207.0,13801.0,4113.0,6816.0,10304.0,5237.0,4269.0,4685.0,6243.0,3188.0,4112.0,10767.0,11621.0,8073.0,6667.0,9989.0,7505.0,8076.0,6067.0,6382.0,8348.0,17176.0,28071.0,55721.0,67236.0,93567.0,108043.0,130984.0,128692.0,154614.0,150709.0,186203.0,149402.0,174942.0,167515.0,210015.0,198350.0,248973.0,250188.0,255804.0,182194.0,150232.0,183735.0,144112.0,94433.0,86525.0,124459.0,118537.0,80315.0,79727.0,80776.0,91595.0,130664.0,110007.0,165033.0,145121.0,99650.0,81537.0,62526.0,61695.0,60332.0,91896.0,106862.0,104055.0,133759.0,122985.0
Pozostałe aktywa obrotowe,8570.0,8598.0,13088.0,306.0,1811.0,1419.0,784.0,325.0,331.0,1659.0,795.0,250.0,2475.0,2112.0,1335.0,336.0,2128.0,2326.0,1982.0,528.0,2476.0,1948.0,1292.0,448.0,2630.0,2160.0,1283.0,475.0,2871.0,2374.0,1907.0,616.0,2919.0,2734.0,1810.0,691.0,3125.0,2954.0,1713.0,1387.0,5007.0,4760.0,3351.0,1952.0,4660.0,4616.0,4603.0,3513.0,6502.0,5771.0,3936.0,2404.0,6078.0,5454.0,4204.0,2250.0,6629.0,6209.0,5184.0,2697.0,6772.0,6875.0,5474.0,3208.0,7053.0,7884.0,6086.0,3271.0,7818.0,8128.0,5695.0,2872.0,7243.0,8823.0,6893.0,3464.0
