,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Zobowiązania krótkoterminowe,292327.0,306793.0,266991.0,199782.0,217353.0,264510.0,239407.0,298706.0,374218.0,403799.0,596059.0,597394.0,535452.0,562125.0,605263.0,553313.0,585153.0,589139.0,654269.0,773764.0,642326.0,511999.0,612550.0,692436.0,664773.0,575405.0,652694.0,684486.0,581403.0,561277.0,705094.0,650748.0,537636.0,559094.0,539124.0,527865.0,541777.0,603959.0,1038061.0,1203630.0,1206510.0,1048220.0,1044031.0,875552.0,907797.0,743982.0,350347.0,278812.0,265171.0,448513.0,338878.0,357419.0,399208.0,640086.0,770943.0,533106.0,402280.0,352602.0,426749.0,367119.0
Inne zobowiązania krótkoterminowe,40746.0,47186.0,85816.0,50691.0,41179.0,49517.0,50467.0,51452.0,55236.0,56008.0,114069.0,105553.0,90894.0,117177.0,128042.0,83228.0,88080.0,125698.0,85380.0,205991.0,83305.0,111487.0,115352.0,53560.0,99968.0,79731.0,88739.0,115695.0,57922.0,79168.0,101414.0,135211.0,146537.0,115738.0,98640.0,77466.0,56369.0,141796.0,83924.0,106416.0,84852.0,77820.0,128247.0,62736.0,57282.0,57142.0,62968.0,56434.0,57960.0,35719.0,68623.0,89219.0,81144.0,96907.0,148763.0,108566.0,88456.0,69398.0,83353.0,106622.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,808374.0,877324.0,794736.0,950695.0,1023657.0,1312971.0,1367102.0,1396556.0,1547073.0,1707616.0,2389838.0,2518570.0,2367534.0,2728306.0,2758899.0,2662849.0,2813809.0,3007803.0,2991823.0,2941572.0,2250738.0,2177362.0,2187515.0,2159025.0,1749855.0,1899262.0,1912452.0,2095120.0,1907253.0,2258519.0,2282070.0,2541898.0,2415705.0,2552109.0,2521069.0,2224328.0,2593888.0,3074527.0,2897991.0,3092973.0,3166174.0,3182375.0,3376555.0,3233343.0,3003316.0,2945796.0,2560838.0,2359806.0,2443288.0,2931314.0,3082338.0,3176148.0,3144797.0,3684601.0,3698448.0,3318540.0,3221578.0,3130777.0,3477238.0,3088258.0
Przepływy pieniężne z działalności operacyjnej,21626.0,15876.0,2061.0,22377.0,60590.0,64853.0,-24377.0,-851.0,29997.0,43035.0,-31959.0,-18109.0,31141.0,85733.0,-13469.0,-36172.0,26861.0,158795.0,19020.0,-38494.0,103974.0,224010.0,8384.0,55406.0,93045.0,76900.0,41865.0,158737.0,162374.0,70666.0,3851.0,121474.0,355877.0,-76424.0,21140.0,-10319.0,104720.0,34810.0,-59146.0,-45150.0,173970.0,225139.0,137782.0,203092.0,223081.0,-11643.0,268457.0,247547.0,120935.0,-156736.0,241193.0,64152.0,108575.0,-119131.0,26248.0,169273.0,210860.0,107582.0,43528.0,54959.0
Amortyzacja,9967.0,9592.0,8154.0,8138.0,13788.0,17773.0,17730.0,3541.0,14655.0,15109.0,20142.0,24138.0,24866.0,25717.0,27159.0,27223.0,26857.0,27910.0,27642.0,31962.0,31468.0,23110.0,24126.0,27667.0,22988.0,22839.0,23397.0,23498.0,29904.0,30142.0,30887.0,35056.0,38210.0,39129.0,39721.0,38147.0,38941.0,43529.0,42009.0,46414.0,53672.0,55897.0,62643.0,96344.0,72017.0,66615.0,57766.0,55438.0,54679.0,54661.0,61492.0,65721.0,58431.0,56986.0,53875.0,46453.0,56022.0,54080.0,58371.0,55937.0
Przepływy pieniężne z działalności inwestycyjnej,-1881.0,2655.0,-5641.0,-16462.0,-28009.0,-40459.0,-55352.0,-35266.0,-120802.0,-74721.0,-97157.0,-88150.0,-26231.0,-4295.0,-65545.0,-65706.0,-8171.0,-58894.0,-82028.0,-32800.0,-8564.0,-10257.0,-38214.0,-149602.0,25986.0,-6686.0,3908.0,-33696.0,26229.0,-53677.0,-27058.0,-460.0,-59719.0,-40490.0,-74185.0,-84215.0,-40195.0,-47598.0,-70273.0,-45227.0,-50979.0,-16766.0,-15972.0,-10727.0,-27113.0,-13402.0,-3531.0,-17984.0,3281.0,-10954.0,12444.0,-22923.0,-22532.0,-8636.0,-27261.0,-15073.0,-15195.0,-24285.0,-36274.0,-103404.0
CAPEX (niematerialne i rzeczowe),874.0,9489.0,4793.0,28421.0,24475.0,33345.0,53569.0,22087.0,26150.0,77025.0,59997.0,82908.0,38195.0,49640.0,53401.0,72516.0,65272.0,59843.0,73655.0,30826.0,12485.0,16685.0,39692.0,44554.0,6841.0,12969.0,44323.0,17745.0,13509.0,44928.0,20172.0,13268.0,49629.0,48030.0,77624.0,42902.0,39455.0,50542.0,61465.0,59177.0,51525.0,17616.0,18395.0,15130.0,29412.0,14202.0,4042.0,19876.0,13165.0,17129.0,4823.0,23715.0,23718.0,10485.0,29477.0,21241.0,17809.0,25206.0,39746.0,105161.0
Przepływy pieniężne z działalności finansowej,-16365.0,-14142.0,-2479.0,-2535.0,-28441.0,-30140.0,83528.0,34835.0,97244.0,38136.0,118441.0,111886.0,-9776.0,-53867.0,65808.0,103489.0,-35228.0,-94030.0,51898.0,77159.0,-78612.0,-230447.0,80984.0,70345.0,-47571.0,-148729.0,-60900.0,-85230.0,-124799.0,-101078.0,75171.0,-170855.0,-176666.0,74915.0,37183.0,39790.0,-70370.0,51676.0,93582.0,81760.0,-138919.0,-178333.0,-163437.0,-180066.0,-57509.0,-146449.0,-174594.0,-212572.0,-160156.0,111881.0,-225548.0,-30131.0,-31939.0,171914.0,93111.0,-255295.0,-184720.0,-111996.0,17680.0,-8913.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56207.0,0.0
Przepływy pieniężne razem,3380.0,4389.0,-6059.0,3381.0,4140.0,-5746.0,3800.0,-1283.0,6439.0,6450.0,-10675.0,5627.0,-4865.0,27571.0,-13205.0,1611.0,-16538.0,5870.0,-11110.0,5864.0,16798.0,-16694.0,51154.0,-23852.0,71459.0,-78515.0,-15128.0,39811.0,63804.0,-84089.0,51964.0,-49841.0,119492.0,-41999.0,-15862.0,-54743.0,-5846.0,38888.0,-35837.0,-8617.0,-15928.0,30040.0,-41628.0,12299.0,138458.0,-171494.0,90332.0,16992.0,-35940.0,-55809.0,28089.0,11098.0,54104.0,44147.0,92098.0,-101095.0,10945.0,-28700.0,24935.0,-57359.0
