,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28412.0,28412.0,28412.0,28412.0,28412.0,39300.0,39300.0,39300.0,23700.0,21219.0,21219.0,21219.0,21219.0,21219.0,21219.0,21219.0,21219.0,21219.0,21859.0,21859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,33074.0,98287.0,105787.0,116106.0,142403.0,161355.0,187890.0,213305.0,193529.0,191180.0,125818.0,124025.0,116949.0,109927.0,109521.0,126944.0,132070.0,131868.0,109355.0,103514.0,101473.0,99763.0,102113.0,101256.0,109987.0,110881.0,112340.0,113544.0,102005.0,114627.0,115976.0,118956.0,139369.0,137992.0,178910.0,169642.0,194965.0,186478.0,201551.0,193429.0,231678.0,212014.0,218383.0,220560.0,241876.0,229185.0,242857.0,234943.0,262900.0,271343.0,292108.0,288809.0,307707.0,291375.0,301736.0,287308.0,309762.0,291798.0,322009.0,319377.0,336116.0,335528.0,358470.0,337208.0,354967.0,329861.0,344738.0,332017.0,352782.0
Kapitał własny akcjonariuszy jednostki dominującej,15947.0,77716.0,84003.0,86371.0,95572.0,93550.0,97126.0,103568.0,63252.0,49303.0,-19048.0,-26436.0,-51323.0,-53693.0,-53881.0,53552.0,58350.0,55857.0,65163.0,59480.0,63229.0,61828.0,64155.0,63418.0,71462.0,72548.0,76956.0,77893.0,88478.0,95121.0,101607.0,105563.0,119460.0,122320.0,132539.0,153148.0,165767.0,168214.0,168151.0,167588.0,188879.0,186804.0,189457.0,188227.0,203278.0,202114.0,207219.0,204665.0,217950.0,213385.0,215985.0,212104.0,225191.0,216165.0,204561.0,196986.0,190950.0,184697.0,195132.0,195660.0,209354.0,210799.0,254919.0,265833.0,266521.0,266787.0,271523.0,273996.0,284386.0
Kapitał (fundusz) podstawowy,1073.0,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1335.0,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1851.0,1851.0,3101.0,3101.0,3101.0,3101.0,3101.0,3101.0,3101.0,3101.0,3101.0,3101.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0,3056.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3720.0,-3720.0,-6642.0,-8080.0,-9947.0,-11829.0,-13970.0,-14215.0,-15203.0,-16010.0,-16665.0,-19498.0,-19736.0,-20490.0,-21892.0,-23421.0,-24589.0,-25497.0,-25497.0,-25497.0,-25497.0,-25497.0,-25497.0,-25497.0,-25497.0,-25497.0,-25773.0,-25792.0,-25792.0,-25876.0,-26281.0
Kapitał (fundusz) zapasowy,3488.0,51977.0,51977.0,51977.0,51977.0,51977.0,51977.0,51977.0,51977.0,51977.0,51977.0,51977.0,51977.0,51977.0,0.0,25593.0,25057.0,25004.0,33719.0,64976.0,64976.0,64976.0,60128.0,60128.0,60173.0,60173.0,68405.0,33672.0,33672.0,33672.0,52005.0,52005.0,52549.0,52549.0,83959.0,83959.0,83959.0,83959.0,99144.0,99144.0,99144.0,98448.0,124210.0,124210.0,124210.0,124420.0,130574.0,130574.0,130574.0,130574.0,138128.0,138128.0,138128.0,138128.0,138329.0,138329.0,138329.0,138329.0,138329.0,126475.0,126475.0,126475.0,126475.0,126475.0,120564.0,120564.0,126133.0,126133.0,126133.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1882.0,-2216.0,-2515.0,-3367.0,-2265.0,-2368.0,-2101.0,-2013.0,-2069.0,-2089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,5877.0,210.0,1288.0,1276.0,14265.0,29953.0,60134.0,46082.0,52131.0,50479.0,709.0,754.0,766.0,790.0,890.0,34675.0,29191.0,29058.0,26367.0,25512.0,24495.0,24758.0,24842.0,22992.0,1049.0,707.0,404.0,198.0,50.0,533.0,585.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.0,987.0,2624.0,2314.0,2811.0,22685.0,21144.0,21075.0,28657.0,25654.0,23543.0,31385.0,50694.0,48314.0,51555.0,41360.0,20706.0,39541.0,10675.0,10475.0,20867.0,20038.0,18890.0,18677.0,18970.0
Z tytułu dostaw i usług,5887.0,8894.0,9404.0,16854.0,14867.0,19656.0,11756.0,22759.0,18682.0,23249.0,28440.0,28221.0,44955.0,44839.0,44280.0,11194.0,9815.0,4461.0,2590.0,4275.0,4125.0,6458.0,4756.0,5683.0,5657.0,6601.0,7304.0,7892.0,8080.0,4426.0,3557.0,2717.0,6183.0,4478.0,7183.0,5979.0,11054.0,5152.0,11479.0,13153.0,19999.0,7032.0,11020.0,16625.0,17990.0,12964.0,18534.0,15049.0,20833.0,12498.0,27145.0,15569.0,19491.0,13892.0,37186.0,32338.0,38039.0,30098.0,41204.0,42072.0,90959.0,74796.0,57739.0,48863.0,61530.0,36855.0,48770.0,34742.0,44417.0
Kredyty i pożyczki,4000.0,0.0,0.0,3698.0,3221.0,4009.0,1949.0,25956.0,33672.0,51448.0,97260.0,97111.0,98859.0,96939.0,96939.0,17892.0,24056.0,23641.0,8131.0,8751.0,2467.0,2019.0,1585.0,3099.0,24751.0,25032.0,23024.0,22897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4141.0,4677.0,0.0,14000.0,14239.0,15090.0,17724.0,2057.0,4800.0,14392.0,310.0,319.0,319.0,325.0,291.0,291.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,38.0,263.0,135.0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,10669.0,12523.0,9014.0,14024.0,14831.0,11173.0,11173.0,3832.0,3079.0,2635.0,2582.0,1962.0,2040.0,9029.0,8840.0,2477.0,2462.0,2203.0,2105.0,1114.0
Inne zobowiązania długoterminowe,177.0,210.0,1288.0,1276.0,1369.0,1547.0,1592.0,1577.0,1753.0,1821.0,709.0,754.0,766.0,790.0,890.0,3909.0,892.0,909.0,1280.0,1377.0,1314.0,1323.0,1329.0,1221.0,1049.0,707.0,404.0,198.0,50.0,533.0,585.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.0,987.0,2624.0,2314.0,2811.0,22685.0,3163.0,2719.0,7878.0,7897.0,6499.0,5681.0,7814.0,7814.0,7778.0,7779.0,9283.0,7779.0,7444.0,7444.0,8629.0,8629.0,8250.0,8251.0,8524.0
Zobowiązania krótkoterminowe,11250.0,16929.0,16821.0,28324.0,32273.0,34456.0,27504.0,63439.0,77873.0,91222.0,143993.0,149555.0,167362.0,162693.0,162383.0,38717.0,44529.0,46953.0,17825.0,18522.0,13749.0,13177.0,13116.0,14846.0,37476.0,37626.0,34980.0,35453.0,13477.0,18973.0,13784.0,12740.0,19909.0,15672.0,46371.0,16494.0,29198.0,18264.0,33400.0,25841.0,42799.0,25210.0,28926.0,32333.0,37380.0,26084.0,33014.0,27964.0,44021.0,37489.0,57494.0,58997.0,56124.0,51924.0,75733.0,60950.0,70187.0,60876.0,75322.0,82357.0,106056.0,85188.0,92876.0,60900.0,67579.0,43036.0,54325.0,39344.0,49426.0
Inne zobowiązania krótkoterminowe,911.0,8035.0,7417.0,7772.0,14185.0,10791.0,13799.0,14724.0,25482.0,16487.0,18030.0,24088.0,23413.0,20780.0,21029.0,9631.0,10658.0,18851.0,7104.0,5496.0,7157.0,4700.0,6775.0,6064.0,7068.0,5993.0,4652.0,4664.0,5397.0,14547.0,10227.0,10023.0,13726.0,11194.0,39188.0,10515.0,18144.0,13112.0,21921.0,12688.0,22800.0,18178.0,17906.0,15708.0,19390.0,13120.0,14480.0,12915.0,23006.0,14322.0,17826.0,34414.0,22607.0,19060.0,22697.0,17439.0,10475.0,13460.0,16393.0,19979.0,11078.0,3552.0,11716.0,2887.0,3253.0,3400.0,3027.0,2206.0,3604.0
Rozliczenia międzyokresowe,0.0,3432.0,3675.0,135.0,293.0,3396.0,3126.0,216.0,273.0,176.0,164.0,152.0,144.0,137.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,33074.0,98287.0,105787.0,116106.0,142403.0,161355.0,187890.0,213305.0,193529.0,191180.0,125818.0,124025.0,116949.0,109927.0,109521.0,126944.0,132070.0,131868.0,109355.0,103514.0,101473.0,99763.0,102113.0,101256.0,109987.0,110881.0,112340.0,113544.0,102005.0,114627.0,115976.0,118956.0,139369.0,137992.0,178910.0,169642.0,194965.0,186478.0,201551.0,193429.0,231678.0,212014.0,218383.0,220560.0,241876.0,229185.0,242857.0,234943.0,262900.0,271343.0,292108.0,288809.0,307707.0,291375.0,301736.0,287308.0,309762.0,291798.0,322009.0,319377.0,336116.0,335528.0,358470.0,337208.0,354967.0,329861.0,344738.0,332017.0,352782.0
Przepływy pieniężne z działalności operacyjnej,606.0,787.0,-5319.0,-7488.0,3404.0,5464.0,-14157.0,13946.0,8475.0,-7752.0,3047.0,10398.0,1004.0,-416.0,-9467.0,3172.0,8388.0,-5531.0,-9788.0,-3253.0,21341.0,-4680.0,1248.0,-6853.0,20209.0,-3676.0,6551.0,-4829.0,23452.0,-9998.0,4232.0,4869.0,27812.0,-7405.0,11603.0,-15900.0,22825.0,-2889.0,13204.0,-12455.0,32199.0,-9413.0,19364.0,-3688.0,27214.0,-22493.0,10573.0,-25642.0,28594.0,-1894.0,1035.0,-8975.0,31587.0,-1023.0,24679.0,-11055.0,21932.0,-4263.0,11024.0,-6959.0,41306.0,-8828.0,25860.0,-48217.0,13232.0,-850.0,10054.0,-7452.0,27400.0
Amortyzacja,300.0,528.0,698.0,895.0,989.0,1330.0,1463.0,1118.0,1540.0,1758.0,1854.0,1650.0,1157.0,868.0,848.0,833.0,818.0,809.0,790.0,759.0,729.0,743.0,683.0,637.0,615.0,572.0,559.0,550.0,748.0,691.0,854.0,804.0,868.0,791.0,920.0,771.0,1002.0,830.0,868.0,972.0,1369.0,1204.0,1111.0,1128.0,1141.0,1088.0,1096.0,1017.0,987.0,5068.0,5495.0,4900.0,6382.0,5223.0,4843.0,4993.0,3972.0,2704.0,2615.0,1542.0,4405.0,2538.0,1765.0,2721.0,907.0,2267.0,2783.0,2776.0,1572.0
Przepływy pieniężne z działalności inwestycyjnej,-2114.0,-10999.0,-9192.0,-6268.0,-13199.0,-25446.0,-12121.0,43682.0,-87543.0,-10255.0,387.0,787.0,1066.0,1407.0,562.0,475.0,312.0,323.0,15631.0,322.0,590.0,-1210.0,-3115.0,338.0,-173.0,5954.0,-658.0,-863.0,843.0,116.0,-16274.0,-405.0,-1417.0,1641.0,4403.0,-1832.0,-3729.0,-1320.0,-179.0,-1663.0,-2275.0,-1695.0,-2675.0,-5171.0,-7559.0,-3358.0,-3429.0,-4188.0,-7186.0,-10699.0,-6457.0,-2450.0,-6154.0,397.0,-2371.0,-3366.0,-3217.0,-1517.0,-2822.0,-2839.0,41365.0,-36719.0,36320.0,793.0,165.0,-33995.0,-241.0,-8188.0,-4912.0
CAPEX (niematerialne i rzeczowe),2184.0,8866.0,3626.0,7028.0,17742.0,25750.0,11455.0,14090.0,7610.0,11201.0,1623.0,282.0,717.0,0.0,0.0,21.0,555.0,135.0,372.0,-102.0,282.0,1681.0,4648.0,36.0,37.0,791.0,2233.0,70.0,237.0,472.0,746.0,420.0,1912.0,1339.0,1917.0,12512.0,4901.0,1605.0,1836.0,1140.0,4870.0,2734.0,2880.0,-1519.0,1796.0,3442.0,3352.0,4698.0,9157.0,1657.0,10240.0,6344.0,7384.0,967.0,4198.0,4484.0,3974.0,1516.0,1412.0,4250.0,919.0,907.0,2937.0,-993.0,555.0,3006.0,-399.0,3087.0,1881.0
Przepływy pieniężne z działalności finansowej,1592.0,34340.0,148.0,3449.0,12722.0,16077.0,27784.0,9534.0,12782.0,15212.0,-2572.0,641.0,2924.0,-1794.0,-134.0,0.0,-108.0,9300.0,-16663.0,-698.0,-7354.0,-519.0,-623.0,-629.0,-636.0,-156.0,-2348.0,-340.0,-23108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-903.0,-2817.0,-6062.0,-2922.0,-1438.0,-1867.0,-1882.0,-2142.0,-245.0,-988.0,-806.0,-655.0,-6943.0,-4417.0,8045.0,-19281.0,418.0,-5037.0,3036.0,-11870.0,-693.0,1971.0,-1770.0,-26206.0,3389.0,7082.0,-3353.0,-925.0,-1181.0,-1336.0,9635.0,-10609.0
Emisja akcji,0.0,49091.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne razem,84.0,24128.0,-14363.0,-10307.0,2927.0,-3905.0,1506.0,67162.0,-66286.0,-2795.0,862.0,11826.0,4994.0,-803.0,-9039.0,3647.0,8592.0,4092.0,-10820.0,-3629.0,14577.0,-6409.0,-2490.0,-7144.0,19400.0,2122.0,3545.0,-6032.0,1187.0,-9882.0,-12042.0,4464.0,26395.0,-5764.0,16006.0,-17732.0,19096.0,-5112.0,10208.0,-20180.0,27002.0,-12546.0,14822.0,-10741.0,17513.0,-26096.0,6156.0,-30636.0,20753.0,-19536.0,-9839.0,-3380.0,6152.0,-208.0,17271.0,-11385.0,6845.0,-6473.0,10173.0,-11568.0,56465.0,-42158.0,69262.0,-50777.0,12472.0,-36026.0,8477.0,-6005.0,11879.0
