,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,8959.0,359246.0,302436.0,302659.0,302601.0,418648.0,418648.0,418648.0,408003.0,428914.0,428914.0,428914.0,428914.0,373558.0,373558.0,373558.0,373558.0,458992.0,458992.0,428992.0,428992.0,518345.0,518345.0,522863.0,522863.0,631526.0,631259.0,663616.0,736169.0,735129.0,733512.0,731275.0,807557.0,809576.0,808341.0,808120.0,915668.0,833683.0,833683.0,835470.0,950293.0,919824.0,919824.0,920578.0,1001046.0,893420.0,892423.0,889861.0,1047106.0,923158.0,922723.0,927171.0,1053886.0,1053748.0,1008972.0,1009030.0,870347.0,794439.0,794531.0,798905.0,956182.0,756481.0,758860.0,755180.0,988663.0,801233.0,810413.0,823677.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25140.0,25516.0,25811.0,26134.0,26460.0,26776.0,27043.0,27280.0,27451.0,27614.0,27804.0,27992.0,28142.0,28280.0,28343.0,28900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,344.0,879.0,1658.0,1564.0
Zobowiązania długoterminowe,196115.0,266949.0,290366.0,350102.0,357516.0,290458.0,401189.0,394154.0,402496.0,400368.0,431501.0,238640.0,222602.0,235402.0,224556.0,229703.0,230038.0,324463.0,352108.0,352819.0,359226.0,425463.0,445305.0,477265.0,506408.0,452818.0,483152.0,924076.0,944069.0,978354.0,1050991.0,1043684.0,1051372.0,1063441.0,1096651.0,1066409.0,1065591.0,1199959.0,1203702.0,1109453.0,1056788.0,1056553.0,1087104.0,1047931.0,1105392.0,1096313.0,1104914.0,1207757.0,1181104.0,1268514.0,1072692.0,1028223.0,774404.0,657708.0,659513.0,661756.0,631544.0,716881.0,723019.0,574475.0,581532.0,517589.0,533193.0,480656.0,635947.0,368697.0,643844.0,707757.0
Z tytułu dostaw i usług,31809.0,33307.0,36076.0,29721.0,29680.0,29287.0,28593.0,39218.0,20943.0,22721.0,29529.0,11310.0,11624.0,17985.0,16568.0,15056.0,17037.0,15321.0,22492.0,31912.0,37632.0,44159.0,55428.0,51119.0,44203.0,61462.0,60452.0,77667.0,55198.0,67989.0,65795.0,67941.0,63121.0,72412.0,75928.0,84047.0,90857.0,102710.0,100798.0,89895.0,100638.0,130821.0,132271.0,118423.0,142789.0,227192.0,119984.0,142049.0,168113.0,287087.0,124618.0,127117.0,136070.0,121280.0,156534.0,96916.0,108311.0,192015.0,135723.0,245829.0,338305.0,176636.0,190957.0,194668.0,202667.0,396468.0,318873.0,268231.0
Kredyty i pożyczki,34718.0,174674.0,206319.0,171137.0,203511.0,285718.0,281251.0,227517.0,260919.0,253232.0,228418.0,81734.0,11484.0,12500.0,12190.0,12308.0,12643.0,14503.0,18188.0,17984.0,20017.0,18986.0,20424.0,16428.0,20683.0,126740.0,133934.0,119548.0,132324.0,111772.0,118424.0,106896.0,138833.0,71739.0,75216.0,76547.0,49633.0,53733.0,53942.0,170167.0,156496.0,150239.0,156758.0,179601.0,183460.0,232880.0,231875.0,121611.0,194313.0,139759.0,130076.0,128727.0,104413.0,201116.0,148531.0,168072.0,208727.0,157451.0,160150.0,350759.0,126784.0,153314.0,163308.0,192604.0,183463.0,235183.0,283472.0,281382.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34433.0,35337.0,38467.0,41512.0,43182.0,43012.0,42813.0,50954.0,49901.0,53540.0,53620.0,75150.0,76665.0,76668.0,76732.0,63902.0,84341.0,64912.0,72927.0,56540.0
Inne zobowiązania długoterminowe,9353.0,9353.0,35324.0,45218.0,45205.0,48419.0,46263.0,44201.0,44684.0,46570.0,47077.0,20587.0,20535.0,21690.0,22140.0,31807.0,32743.0,32267.0,42722.0,47057.0,39083.0,39915.0,36111.0,59047.0,61783.0,66814.0,71355.0,242962.0,247166.0,250783.0,254582.0,228068.0,228851.0,235065.0,242206.0,208288.0,211023.0,222212.0,219481.0,187648.0,181179.0,184898.0,186362.0,145823.0,151350.0,158028.0,150534.0,114903.0,128295.0,126429.0,95558.0,110737.0,71936.0,61569.0,63166.0,43641.0,42719.0,47356.0,45115.0,59007.0,65495.0,56725.0,63894.0,85132.0,93070.0,69427.0,87282.0,91858.0
Zobowiązania krótkoterminowe,70770.0,267608.0,329548.0,289307.0,298877.0,345361.0,340032.0,309582.0,338123.0,342398.0,341737.0,142272.0,47431.0,53604.0,64011.0,77818.0,57652.0,50691.0,70179.0,81122.0,93353.0,94974.0,120434.0,114048.0,106890.0,218183.0,234947.0,305096.0,317778.0,288433.0,346722.0,341915.0,364134.0,356458.0,460520.0,459866.0,508889.0,472107.0,604837.0,691500.0,684079.0,761308.0,723058.0,803342.0,840003.0,927272.0,902790.0,869112.0,744527.0,741085.0,685584.0,723591.0,705642.0,841322.0,864675.0,836697.0,898370.0,1004745.0,985478.0,1274956.0,1326349.0,1367353.0,1428639.0,1033353.0,1020255.0,1364050.0,1838482.0,1551887.0
Inne zobowiązania krótkoterminowe,4243.0,59627.0,87153.0,88449.0,65686.0,30356.0,30188.0,42847.0,56261.0,66445.0,83790.0,49228.0,24323.0,23119.0,35253.0,50454.0,27972.0,20867.0,29499.0,31226.0,35704.0,31829.0,44582.0,46501.0,42004.0,29981.0,40561.0,107881.0,130256.0,108672.0,162503.0,167078.0,162180.0,212307.0,309376.0,299272.0,368399.0,315664.0,450097.0,431438.0,426945.0,480248.0,434029.0,505318.0,513754.0,467200.0,550931.0,605452.0,347668.0,278902.0,392423.0,426235.0,421977.0,475914.0,516797.0,520755.0,531431.0,601739.0,635985.0,603218.0,784595.0,960735.0,997642.0,582179.0,549784.0,667487.0,1163210.0,945734.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,635760.0,1321595.0,1509137.0,1536979.0,1564974.0,1566209.0,1672445.0,1668423.0,1707882.0,1713680.0,1746567.0,1301785.0,1205550.0,1236068.0,1244151.0,1278942.0,1272531.0,1377343.0,1443383.0,1467371.0,1492989.0,1567260.0,1618689.0,1670397.0,1709719.0,1794542.0,1857115.0,2413948.0,2462312.0,2480135.0,2621043.0,2640752.0,2691566.0,2717510.0,2878947.0,2890885.0,2955981.0,3046826.0,3174410.0,3197105.0,3149766.0,3227985.0,3277887.0,3299649.0,3472332.0,3511655.0,3492117.0,3574668.0,3529227.0,3505742.0,3287123.0,3243925.0,3046893.0,3009153.0,3003755.0,2816241.0,2882449.0,3019274.0,3035358.0,3249840.0,3324678.0,3104738.0,3218761.0,2948932.0,3151165.0,3061972.0,3866828.0,3808066.0
Przepływy pieniężne z działalności operacyjnej,-97428.0,-112165.0,-61722.0,-182234.0,-158463.0,198160.0,-284809.0,11551.0,23242.0,7264.0,968.0,-27303.0,11972.0,23018.0,12811.0,4126.0,8112.0,-24860.0,-11105.0,-15043.0,-46385.0,-6015.0,-14440.0,43659.0,16269.0,-2908.0,-59772.0,60680.0,27118.0,-22867.0,5661.0,136401.0,-38419.0,-37615.0,55985.0,78871.0,11278.0,70298.0,65204.0,52266.0,28733.0,50564.0,68214.0,19381.0,123201.0,51186.0,107309.0,33282.0,55385.0,19945.0,-27661.0,-135374.0,-18085.0,18909.0,8746.0,50367.0,13840.0,69708.0,23686.0,-20426.0,196312.0,-219110.0,50272.0,142499.0,114391.0,-58995.0,143440.0,-67663.0
Amortyzacja,714.0,720.0,813.0,104.0,218.0,440.0,506.0,525.0,406.0,396.0,378.0,295.0,193.0,189.0,180.0,161.0,161.0,166.0,163.0,172.0,150.0,147.0,152.0,165.0,163.0,131.0,134.0,149.0,161.0,162.0,160.0,164.0,178.0,177.0,173.0,177.0,242.0,224.0,230.0,219.0,234.0,293.0,266.0,241.0,282.0,282.0,295.0,298.0,897.0,-186.0,362.0,361.0,365.0,613.0,517.0,373.0,347.0,412.0,395.0,400.0,466.0,497.0,526.0,537.0,551.0,609.0,1318.0,474.0
Przepływy pieniężne z działalności inwestycyjnej,-47216.0,-97100.0,-13704.0,17519.0,-11536.0,-14206.0,-24892.0,101893.0,-6999.0,-35.0,-3048.0,-7284.0,117445.0,-561.0,-451.0,-1731.0,-501.0,179.0,-222.0,-2194.0,-11230.0,-17257.0,-17399.0,-47895.0,-25080.0,-31299.0,-54167.0,-3568.0,-21140.0,-45152.0,-2211.0,-46733.0,-7965.0,-9221.0,-10675.0,-54586.0,-8695.0,-23158.0,-19013.0,-51087.0,-22964.0,-18730.0,-14789.0,-85035.0,-28703.0,-53724.0,-12695.0,-55902.0,-23976.0,-35446.0,463898.0,-98064.0,425942.0,-11931.0,-45373.0,-42430.0,-29227.0,14540.0,-30863.0,-64686.0,433382.0,-33048.0,-12955.0,-755952.0,-19048.0,350087.0,-363906.0,-30309.0
CAPEX (niematerialne i rzeczowe),47142.0,48967.0,13924.0,4222.0,11548.0,14197.0,24905.0,11962.0,7053.0,47.0,3070.0,6855.0,555.0,561.0,481.0,1731.0,525.0,200.0,228.0,2417.0,11230.0,17274.0,17403.0,22895.0,25082.0,31299.0,54174.0,-11432.0,21145.0,3148.0,2210.0,46735.0,7965.0,9261.0,10675.0,14203.0,8695.0,23179.0,19292.0,10687.0,22964.0,18730.0,14789.0,44635.0,28703.0,53724.0,12144.0,16053.0,23976.0,35446.0,18994.0,57664.0,10129.0,11931.0,10385.0,2420.0,9223.0,4293.0,5017.0,13615.0,4968.0,4903.0,8298.0,11230.0,1681.0,2105.0,1773.0,2318.0
Przepływy pieniężne z działalności finansowej,118738.0,596999.0,26091.0,15549.0,35435.0,15093.0,96792.0,-114549.0,848.0,-6850.0,12127.0,-15472.0,-74186.0,-4242.0,-4179.0,-4264.0,-4373.0,94596.0,-4935.0,-8161.0,25564.0,55481.0,26829.0,1900.0,20960.0,32014.0,37362.0,16603.0,17008.0,3257.0,62415.0,-17641.0,57653.0,-84266.0,13126.0,-7236.0,-41269.0,11298.0,16983.0,28659.0,-35479.0,-19678.0,-17949.0,37129.0,40376.0,-1034.0,-90273.0,10427.0,-5893.0,20967.0,-312596.0,-47993.0,-263419.0,-10949.0,-64246.0,-11385.0,-794.0,38599.0,-82094.0,23435.0,-241776.0,-240430.0,-1776.0,-35199.0,127274.0,-200088.0,180078.0,-28410.0
Emisja akcji,0.0,508933.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80560.0,0.0,0.0,0.0,31329.0,0.0,0.0,0.0,107414.0,0.0,0.0,0.0,120841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76085.0,0.0,0.0,201401.0,0.0,0.0,0.0,0.0,107414.0,71609.0
Przepływy pieniężne razem,-25906.0,387734.0,-49335.0,-149166.0,-134564.0,199047.0,-212909.0,-1105.0,17091.0,379.0,10047.0,-50059.0,55231.0,18215.0,8181.0,-1869.0,3238.0,69915.0,-16262.0,-25398.0,-32051.0,32209.0,-5010.0,-2336.0,12149.0,-2193.0,-76577.0,73715.0,22986.0,-64762.0,65865.0,72027.0,11269.0,-131102.0,58436.0,17049.0,-38686.0,58438.0,63174.0,29838.0,-29710.0,12156.0,35476.0,-28525.0,134874.0,-3572.0,4341.0,-12193.0,25516.0,5466.0,123641.0,-281431.0,144438.0,-3971.0,-100873.0,-3448.0,-16181.0,122847.0,-89271.0,-61677.0,387918.0,-492588.0,35541.0,-648652.0,222617.0,91004.0,-40388.0,-126382.0
