,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa razem,976760.0,1028497.0,1010087.0,1252067.0,1272400.0,1331601.0,1418280.0,1764592.0,1723386.0,1653930.0,1638877.0,1578299.0,1452478.0,1561255.0,1610470.0,1623749.0,1704104.0,1767310.0,1805437.0,1916100.0,1964386.0,1986757.0,1913651.0,1759690.0,1710844.0,1658362.0,1700460.0,1728894.0,1666207.0,1616607.0,1664612.0,1606257.0,1762567.0,1858628.0,1880263.0,1752953.0,1860715.0,2030738.0,2059207.0,1977292.0,2039642.0,2288393.0,2384192.0,2390395.0,2480672.0,2608115.0,2610014.0,2538953.0,2693477.0,2725514.0,2848485.0,2960936.0,3436099.0,3356462.0,3179330.0,3253210.0,3147573.0,3248396.0,3717981.0,3877643.0,4008888.0,4042037.0,4149625.0,4111956.0,4038654.0,4376077.0,4766771.0,4563314.0
Kapitał własny akcjonariuszy jednostki dominującej,532480.0,585097.0,652096.0,696138.0,743592.0,764004.0,786260.0,683453.0,726080.0,730551.0,736304.0,748830.0,761633.0,756166.0,765570.0,773481.0,761901.0,759807.0,797411.0,835706.0,852195.0,831119.0,866907.0,893022.0,919738.0,829770.0,830902.0,857054.0,866567.0,813706.0,828979.0,858517.0,853131.0,807949.0,817498.0,883604.0,888391.0,826746.0,843716.0,929507.0,931864.0,855187.0,881248.0,1002259.0,1023692.0,894249.0,917594.0,1046473.0,1134454.0,939388.0,994895.0,1084197.0,1127928.0,1207887.0,1026913.0,1157433.0,1341507.0,1147950.0,1204632.0,1240450.0,1406988.0,1240290.0,1262866.0,1413214.0,1571717.0,1355362.0,1389869.0,1449458.0
Kapitał (fundusz) podstawowy,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24560.0,24670.0,24670.0,24670.0,24715.0,24741.0,24741.0,24741.0,24753.0,24770.0,24770.0,24770.0,24770.0,24771.0,24771.0,24771.0,24771.0,24771.0,24782.0,24782.0,24782.0,24868.0,24868.0,24868.0,24868.0,24968.0,24968.0,24968.0,24968.0,25068.0,25068.0,25068.0,25068.0,25218.0,25218.0,25218.0,25218.0,25398.0,25398.0,25398.0,25398.0,25548.0,25548.0,25548.0,25548.0,25698.0,25698.0,25698.0,25698.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,310836.0,423091.0,423091.0,423091.0,423091.0,603372.0,603372.0,603372.0,603372.0,619896.0,619896.0,619896.0,619896.0,685478.0,685478.0,685478.0,685478.0,703063.0,703063.0,703063.0,704595.0,750429.0,750429.0,751095.0,751456.0,751615.0,751615.0,751804.0,752041.0,751899.0,751899.0,751899.0,751913.0,752000.0,752000.0,752000.0,752000.0,752556.0,752556.0,777682.0,781084.0,783239.0,783239.0,787645.0,792491.0,790290.0,791736.0,791736.0,797264.0,785173.0,785854.0,788903.0,795828.0,796904.0,863069.0,865842.0,874211.0,885493.0,886543.0,885096.0,891110.0,929783.0,929947.0,934848.0,938173.0,1034950.0,1035825.0,1036701.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,-158.0,-160.0,-164.0,-165.0,-174.0,-173.0,-179.0,-166.0,-165.0,-122.0,-137.0,-101.0,-112.0,-655.0,-667.0,-637.0,-632.0,-644.0,-659.0,-621.0,-634.0,-647.0,-659.0,-513.0,-524.0,-445.0,-455.0,-246.0,-259.0,-262.0,-266.0,-179.0,-187.0,-191.0,-190.0,-46.0,-47.0,-50.0,-51.0,67.0,64.0,63.0,61.0,69.0,68.0,28.0,27.0,34.0,33.0,32.0,31.0,38.0,37.0,0.0,10158.0,8728.0,69.0,67.0,65.0,59.0,58.0,57.0,49.0,82.0
Zobowiązania długoterminowe,163879.0,164055.0,90014.0,330419.0,317881.0,325633.0,352096.0,462927.0,453344.0,458794.0,428257.0,415223.0,335168.0,384464.0,412896.0,400870.0,387398.0,391640.0,378454.0,320593.0,480252.0,481035.0,488939.0,452686.0,487766.0,487724.0,490163.0,488638.0,456963.0,357254.0,360267.0,317648.0,310777.0,415943.0,415827.0,432147.0,251981.0,253227.0,307011.0,325309.0,263328.0,294736.0,296897.0,410701.0,395222.0,387529.0,379583.0,452272.0,583985.0,419707.0,411848.0,469015.0,714349.0,725802.0,520996.0,431003.0,457837.0,568831.0,584350.0,522683.0,536146.0,507814.0,504786.0,440363.0,450084.0,501511.0,734452.0,689978.0
Z tytułu dostaw i usług,121796.0,109377.0,128209.0,120995.0,124583.0,146055.0,127106.0,145452.0,141218.0,174047.0,155660.0,112399.0,83642.0,107516.0,124883.0,132710.0,155337.0,200102.0,198293.0,196640.0,161642.0,193955.0,181897.0,131548.0,115677.0,118028.0,137451.0,140361.0,145059.0,144593.0,155223.0,139799.0,195832.0,222301.0,220727.0,190523.0,197472.0,235150.0,200106.0,218705.0,230500.0,256223.0,254903.0,271442.0,243840.0,270643.0,277768.0,322637.0,320407.0,350456.0,345460.0,321643.0,355845.0,292519.0,282930.0,319571.0,284230.0,265707.0,325948.0,345021.0,397673.0,414411.0,428412.0,407542.0,420421.0,454344.0,509116.0,484222.0
Kredyty i pożyczki,89545.0,105521.0,68081.0,37005.0,35171.0,17242.0,73882.0,62510.0,85337.0,84613.0,119802.0,134218.0,147480.0,209970.0,159597.0,100532.0,72787.0,49585.0,76347.0,57134.0,5175.0,5648.0,0.0,33000.0,33000.0,33000.0,0.0,3803.0,0.0,3735.0,2966.0,26000.0,26000.0,0.0,0.0,0.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,50000.0,4018.0,39520.0,5058.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,513.0,2.0,35226.0,59177.0,2328.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170000.0,86530.0,52530.0,52530.0,4310.0,0.0,5228.0,2769.0,3803.0,2723.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,120000.0,120000.0,120000.0,120000.0,50000.0,50000.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,110000.0,110000.0,77924.0,79187.0,51263.0,51070.0,50470.0,50470.0,50000.0,50000.0,50000.0,39500.0,50000.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2412.0,3419.0,2159.0,3403.0,2142.0,3330.0,2153.0,3897.0,2595.0,1263.0,2621.0,1373.0,3123.0,790.0,3272.0,1180.0,97138.0,98584.0,98747.0,99836.0,102825.0,84689.0,90361.0,91391.0,85386.0,62304.0,71756.0,69474.0,64138.0,65783.0,65799.0,78964.0,86350.0,85716.0,100971.0,95295.0
Inne zobowiązania długoterminowe,61418.0,68364.0,85673.0,88640.0,86190.0,86020.0,72096.0,29644.0,27663.0,23824.0,18300.0,30278.0,20236.0,9464.0,5566.0,23540.0,55068.0,59310.0,63454.0,60593.0,50252.0,51035.0,58939.0,55686.0,40766.0,40724.0,43163.0,44638.0,42963.0,43254.0,46267.0,49648.0,42777.0,45943.0,45827.0,62147.0,51981.0,53227.0,57011.0,65309.0,53328.0,84736.0,83197.0,115701.0,100222.0,92529.0,84583.0,107272.0,109196.0,96033.0,88665.0,97045.0,94971.0,107983.0,112130.0,146361.0,174200.0,140047.0,156426.0,159785.0,190610.0,175591.0,175782.0,150042.0,153406.0,161184.0,170182.0,181528.0
Zobowiązania krótkoterminowe,280401.0,279345.0,267977.0,225510.0,211085.0,242124.0,280088.0,618377.0,544136.0,464758.0,474495.0,414412.0,355842.0,420747.0,432141.0,449499.0,554917.0,616518.0,630239.0,760438.0,632571.0,675247.0,558464.0,414603.0,303974.0,341515.0,380054.0,383715.0,343201.0,446092.0,475821.0,430338.0,598918.0,634998.0,647204.0,437381.0,720530.0,950956.0,908670.0,722522.0,844497.0,1138520.0,1206098.0,977368.0,1061694.0,1326274.0,1312776.0,1040139.0,974970.0,1366391.0,1441715.0,1407690.0,1593789.0,1422741.0,1631390.0,1664736.0,1348192.0,1531615.0,1918841.0,2105782.0,2065685.0,2293866.0,2381908.0,2258320.0,2016795.0,2519147.0,2642401.0,2423796.0
Inne zobowiązania krótkoterminowe,69060.0,64447.0,71687.0,67510.0,51331.0,78827.0,79100.0,410415.0,317581.0,206098.0,199033.0,167795.0,124720.0,103261.0,147661.0,216257.0,326793.0,366831.0,355599.0,336664.0,379224.0,423114.0,324037.0,245745.0,155297.0,185259.0,239834.0,235748.0,195419.0,197764.0,217632.0,164539.0,274674.0,409278.0,424318.0,243455.0,370916.0,562476.0,586411.0,379920.0,561402.0,831034.0,898574.0,604553.0,814731.0,1054841.0,1031736.0,666322.0,553407.0,777831.0,892450.0,886197.0,1035119.0,1045533.0,1258099.0,1143774.0,868576.0,1125680.0,1441400.0,1640024.0,1552291.0,1763200.0,1802001.0,1662637.0,1457696.0,1929087.0,1992814.0,1794279.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,976760.0,1028497.0,1010087.0,1252067.0,1272400.0,1331601.0,1418280.0,1764592.0,1723386.0,1653930.0,1638877.0,1578299.0,1452478.0,1561255.0,1610470.0,1623749.0,1704104.0,1767310.0,1805437.0,1916100.0,1964386.0,1986757.0,1913651.0,1759690.0,1710844.0,1658362.0,1700460.0,1728894.0,1666207.0,1616607.0,1664612.0,1606257.0,1762567.0,1858628.0,1880263.0,1752953.0,1860715.0,2030738.0,2059207.0,1977292.0,2039642.0,2288393.0,2384192.0,2390395.0,2480672.0,2608115.0,2610014.0,2538953.0,2693477.0,2725514.0,2848485.0,2960936.0,3436099.0,3356462.0,3179330.0,3253210.0,3147573.0,3248396.0,3717981.0,3877643.0,4008888.0,4042037.0,4149625.0,4111956.0,4038654.0,4376077.0,4766771.0,4563314.0
Przepływy pieniężne z działalności operacyjnej,78840.0,-99223.0,129738.0,-131631.0,-8461.0,-115880.0,-49810.0,-40853.0,-41944.0,-36151.0,145790.0,-63113.0,-13035.0,28936.0,63101.0,188229.0,44414.0,-133666.0,9907.0,38913.0,32657.0,98178.0,13726.0,-18936.0,-17495.0,-273.0,46206.0,-37112.0,15029.0,35677.0,43759.0,42478.0,-64567.0,18773.0,70831.0,-65066.0,92053.0,38136.0,-8268.0,143303.0,81437.0,127474.0,-76063.0,65288.0,51736.0,155729.0,44422.0,-19100.0,-7277.0,125427.0,-34537.0,78442.0,77849.0,120184.0,235617.0,245670.0,44481.0,65767.0,193204.0,90272.0,44211.0,77363.0,72775.0,9234.0,144550.0,160263.0,-319949.0,282861.0
Amortyzacja,467.0,571.0,560.0,628.0,538.0,553.0,627.0,702.0,649.0,598.0,590.0,591.0,580.0,587.0,619.0,594.0,565.0,581.0,652.0,652.0,723.0,749.0,789.0,733.0,766.0,827.0,810.0,736.0,714.0,759.0,836.0,950.0,1019.0,1044.0,1140.0,1206.0,1251.0,1321.0,1413.0,1466.0,1484.0,1588.0,2125.0,2133.0,2324.0,2457.0,2335.0,2478.0,3685.0,3720.0,3745.0,3794.0,3934.0,3651.0,3607.0,3544.0,3692.0,3863.0,3849.0,3860.0,4151.0,4365.0,4018.0,3973.0,4404.0,5788.0,4939.0,5573.0
Przepływy pieniężne z działalności inwestycyjnej,-537.0,-977.0,-1262.0,-846.0,-505.0,-783.0,-826.0,-1343.0,74.0,-516.0,166.0,-213.0,-204.0,-1357.0,-805.0,870.0,1374.0,-1398.0,-208.0,-867.0,-1562.0,-668.0,-284818.0,48885.0,232100.0,-651.0,-510.0,527.0,-828.0,-2228.0,-1201.0,-32370.0,29023.0,-1719.0,-2594.0,-1647.0,-1302.0,-2097.0,-1490.0,-1074.0,-1018.0,-199629.0,1758.0,-14032.0,-1424.0,-4108.0,-34754.0,-3054.0,-2731.0,-6081.0,-4095.0,-4671.0,-3299.0,-1966.0,-5349.0,-27528.0,-36060.0,-19893.0,-5640.0,-4858.0,-190512.0,-11493.0,2663.0,-16448.0,-2602.0,-4504.0,-1979.0,-6607.0
CAPEX (niematerialne i rzeczowe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przepływy pieniężne z działalności finansowej,-9129.0,5978.0,-128820.0,205823.0,-11974.0,-60167.0,96973.0,141837.0,15173.0,-11133.0,9649.0,-10632.0,-56787.0,102267.0,-18265.0,-89106.0,-72773.0,-45196.0,9273.0,95783.0,31035.0,-70944.0,648.0,-52530.0,50387.0,-90930.0,-33118.0,-2799.0,-29746.0,-54434.0,-61.0,-19984.0,0.0,-24000.0,-55735.0,0.0,-19536.0,0.0,-60543.0,13488.0,-120000.0,-2099.0,-122041.0,124268.0,-96623.0,-88.0,-189829.0,99932.0,53429.0,-237444.0,-34532.0,44896.0,254364.0,-100556.0,-449582.0,-13058.0,7450.0,-139701.0,-79430.0,-94215.0,-12011.0,-16648.0,-236238.0,-25701.0,-52386.0,41853.0,-71549.0,-187913.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642.0,0.0,711.0,0.0,0.0,0.0,387.0,201.0,0.0,0.0,254.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,3193.0,2.0,489.0,0.0,50103.0,0.0,0.0,0.0,19648.0,0.0,0.0,0.0,19648.0,0.0,0.0,0.0,21969.0,135.0,0.0,0.0,36944.0,62.0,0.0,0.0,90930.0,118.0,0.0,0.0,54434.0,61.0,0.0,0.0,0.0,55735.0,0.0,0.0,0.0,80543.0,0.0,0.0,0.0,125586.0,0.0,0.0,0.0,189760.0,0.0,0.0,0.0,226907.0,0.0,0.0,0.0,239575.0,0.0,0.0,253984.0,0.0,0.0,0.0,0.0,268258.0,0.0,0.0,0.0,282682.0,141342.0
Przepływy pieniężne razem,69174.0,-94222.0,-344.0,73346.0,-20940.0,-176830.0,46337.0,99641.0,-26697.0,-47800.0,155605.0,-73958.0,-70026.0,129846.0,44031.0,99993.0,-26985.0,-180260.0,18972.0,133829.0,62130.0,26566.0,-270444.0,-22581.0,264992.0,-91854.0,12578.0,-39384.0,-15545.0,-20985.0,42497.0,-9876.0,-35544.0,-6946.0,12502.0,-66713.0,71215.0,36039.0,-70301.0,155717.0,-39581.0,-74254.0,-196346.0,175524.0,-46311.0,151533.0,-180161.0,77778.0,43421.0,-118098.0,-73164.0,118667.0,328914.0,17662.0,-219314.0,205084.0,15871.0,-93827.0,108134.0,-8801.0,-158312.0,49222.0,-160800.0,-32915.0,89562.0,197612.0,-393477.0,88341.0
