,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Koszty finansowe,938.0,1033.0,528.0,195.0,987.0,1202.0,1280.0,10150.0,1091.0,16621.0,28579.0,53731.0,36070.0,11329.0,9773.0,133568.0,37830.0,-16677.0,3255.0,37367.0,15091.0,-6683.0,1936.0,-413.0,2188.0,3512.0,-517.0,21966.0,20240.0,-13962.0,16797.0,7267.0,7860.0,7021.0,-2741.0,6157.0,5093.0,4192.0,5276.0,6794.0,3251.0,4805.0,3183.0,42952.0,4177.0,4620.0,2575.0,16914.0,9479.0,6893.0,4945.0,3576.0,2652.0,3234.0,696.0,1447.0,2318.0,1577.0,3943.0,-72.0,7488.0,-1971.0,1184.0,1411.0,2838.0,-370.0,1332.0,2211.0,2353.0,4575.0,5789.0,3589.0,2017.0,2064.0,2146.0,2200.0
Pozostałe przychody (koszty),0.0,-874.0,-673.0,-2017.0,-1298.0,336.0,279.0,-615.0,0.0,1221.0,-2662.0,213.0,550.0,-2853.0,-8113.0,-17978.0,-15947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk z działalności gospodarczej,1237.0,8781.0,20290.0,9450.0,10747.0,8788.0,55145.0,32203.0,18296.0,60309.0,5132.0,-68836.0,7145.0,-27038.0,-16196.0,-231915.0,-13389.0,-20523.0,-15753.0,-553876.0,-24498.0,14732.0,-11261.0,120865.0,-15442.0,-21341.0,13799.0,-27819.0,63566.0,450.0,-13039.0,-2942.0,3346.0,1287.0,904.0,-3236.0,-1833.0,9656.0,9014.0,6594.0,4801.0,-965.0,14812.0,-565699.0,1274.0,-1525.0,-2712.0,-30354.0,-9161.0,4862.0,-2813.0,9155.0,4170.0,65571.0,-2882.0,-51691.0,4335.0,-118577.0,-6391.0,-41469.0,6406.0,8343.0,2755.0,24107.0,-2651.0,4459.0,5729.0,794.0,-1807.0,1364.0,-1929.0,7324.0,739.0,2069.0,-4423.0,8849.0
Wynik zdarzeń nadzwyczajnych,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk przed opodatkowaniem,1237.0,8781.0,20290.0,9450.0,10747.0,8788.0,55145.0,32203.0,18296.0,60309.0,5132.0,-68836.0,7145.0,-27038.0,-16196.0,-231915.0,-13389.0,-20523.0,-15753.0,-553876.0,-24498.0,14732.0,-11261.0,120865.0,-15442.0,-21341.0,13799.0,-27819.0,63566.0,450.0,-13039.0,-2942.0,3346.0,1287.0,904.0,-3236.0,-1833.0,9656.0,9014.0,6594.0,4801.0,-965.0,14812.0,-565699.0,1274.0,-1525.0,-2712.0,-30354.0,-9161.0,4862.0,-2813.0,9155.0,4170.0,65571.0,-2882.0,-51691.0,4335.0,-118577.0,-6391.0,-41469.0,6406.0,8343.0,2755.0,24107.0,-2651.0,4459.0,5729.0,794.0,-1807.0,1364.0,-1929.0,7324.0,739.0,2069.0,-4423.0,8849.0
Zysk (strata) netto z działalności zaniechanej,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,-5389.0,-2606.0,5574.0,0.0,36528.0,0.0,-19592.0,-1989.0,1989.0,0.0,-39270.0,-244.0,13360.0,65.0,-129.0,0.0,0.0,0.0,0.0,0.0,0.0,-5331.0,-4419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zysk netto,1120.0,7178.0,18806.0,7523.0,8607.0,6780.0,51089.0,26222.0,13702.0,60680.0,9837.0,-57733.0,5311.0,-24608.0,-20491.0,-183245.0,-20967.0,-26560.0,-13387.0,-557679.0,-23057.0,44593.0,-11663.0,100853.0,-17291.0,-19044.0,10539.0,-58140.0,52928.0,14103.0,-12754.0,-17407.0,314.0,5.0,-1275.0,-5413.0,-4809.0,5259.0,2248.0,550.0,2436.0,-989.0,9313.0,-531393.0,1429.0,-4284.0,-2793.0,-22791.0,-10620.0,-432.0,-1397.0,5255.0,2108.0,66014.0,-2297.0,-39737.0,27035.0,-109417.0,-5444.0,-38867.0,5984.0,6830.0,2393.0,18713.0,-5066.0,3666.0,4612.0,-330.0,-3133.0,1464.0,-1934.0,5024.0,-134.0,1423.0,-4415.0,5401.0
Zysk netto akcjonariuszy jednostki dominującej,1120.0,7178.0,18806.0,7523.0,8607.0,7067.0,51290.0,26808.0,14016.0,60908.0,10036.0,-56828.0,4756.0,-23054.0,-18858.0,-181736.0,-19737.0,-24218.0,-12658.0,-510932.0,-21317.0,45667.0,-9252.0,102082.0,-16200.0,-18123.0,11095.0,-55630.0,52444.0,13735.0,-13278.0,-15064.0,-565.0,1148.0,-1373.0,-5653.0,-5053.0,5867.0,2264.0,600.0,1782.0,-972.0,7988.0,-531653.0,1265.0,-4278.0,-2857.0,-22697.0,-10776.0,-449.0,-1468.0,5427.0,2189.0,66111.0,-2297.0,-39737.0,27035.0,-109417.0,-5444.0,-38867.0,5984.0,6830.0,2393.0,18713.0,-5066.0,3666.0,4612.0,-330.0,-3133.0,1464.0,-1934.0,5024.0,-134.0,1423.0,-4415.0,5401.0
Aktywa trwałe,138250.0,169384.0,188794.0,198951.0,216730.0,460750.0,588622.0,637149.0,919033.0,1099245.0,1152012.0,1105052.0,1225204.0,1344924.0,1447522.0,1694300.0,1880057.0,1686592.0,1618525.0,1130143.0,1095537.0,1215007.0,1163819.0,1146509.0,1137250.0,1148708.0,1328812.0,1631108.0,1659271.0,1704673.0,1669576.0,1631276.0,1668486.0,1692616.0,1662920.0,1647715.0,1650508.0,1582733.0,1608592.0,1636509.0,1657375.0,1666597.0,1678978.0,944418.0,933101.0,945899.0,936590.0,929675.0,912668.0,896435.0,898729.0,889892.0,893974.0,883821.0,896235.0,859342.0,907055.0,764405.0,770931.0,744164.0,742678.0,743826.0,738389.0,715819.0,710794.0,704857.0,698289.0,690462.0,688864.0,676269.0,672750.0,657255.0,651898.0,655332.0,658252.0,655467.0
Wartości niematerialne i prawne,39531.0,47218.0,47900.0,51693.0,44125.0,277552.0,359022.0,398414.0,398463.0,717573.0,732930.0,666274.0,691310.0,760352.0,802509.0,1014489.0,1151569.0,1073205.0,1012970.0,678269.0,667390.0,743843.0,701395.0,703086.0,694783.0,688282.0,776499.0,1128487.0,1101517.0,1161631.0,1132543.0,1112719.0,1136692.0,1159064.0,1136706.0,1120391.0,1122676.0,1114603.0,1140167.0,1164448.0,1179696.0,1183493.0,1191299.0,481062.0,476105.0,486179.0,480730.0,493728.0,483079.0,475630.0,476704.0,476517.0,484593.0,409641.0,419960.0,404924.0,526986.0,395257.0,403089.0,376565.0,383774.0,380920.0,379991.0,370223.0,370458.0,366162.0,364008.0,362338.0,365814.0,365306.0,364300.0,362975.0,362403.0,367220.0,370649.0,363882.0
