,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99993.0,-99993.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,75531.0,75531.0,75531.0,75532.0,75531.0,75531.0,75531.0,75532.0,75531.0,89332.0,89533.0,101751.0,111441.0,106705.0,106705.0,106705.0,106751.0,105200.0,105200.0,105200.0,112438.0,112438.0,112438.0,112438.0,119730.0,119730.0,119730.0,119730.0,119730.0,119730.0,120200.0,120199.0,120199.0,395755.0,400432.0,403001.0,403001.0,549335.0,549335.0,549335.0,551776.0,738055.0,751337.0,739724.0,739724.0,780951.0,780951.0,780951.0,780951.0,784110.0,724736.0,774851.0,775720.0,1425647.0,1425647.0,1425647.0,1425647.0,1560842.0,1530035.0,1567325.0,1567325.0,1714604.0,1714604.0,1714604.0
Udziały niekontrolujące,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,756.0,6699.0,6154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania długoterminowe,22.0,22.0,22.0,22.0,22.0,22.0,22.0,9158.0,9909.0,26419.0,39574.0,15956.0,12213.0,11859.0,7569.0,7590.0,7036.0,9059.0,7099.0,7604.0,5430.0,6071.0,5696.0,5276.0,4868.0,6188.0,5789.0,2137.0,1445.0,1485.0,1642.0,18414.0,10345.0,5175.0,4752.0,8275.0,2225.0,6476.0,907.0,4130.0,2892.0,13208.0,10832.0,6691.0,14524.0,6678.0,6185.0,25158.0,23090.0,23702.0,22569.0,166153.0,19893.0,21228.0,20771.0,36112.0,37825.0,32729.0,35584.0,36186.0,32250.0,30041.0,40252.0,38774.0
Z tytułu dostaw i usług,38487.0,13525.0,12702.0,14978.0,7718.0,3240.0,2993.0,2024.0,2168.0,15979.0,11317.0,28093.0,22332.0,26073.0,25437.0,33513.0,22778.0,26750.0,38144.0,33930.0,25187.0,28870.0,28489.0,24738.0,24248.0,35943.0,36843.0,20532.0,19282.0,30365.0,22853.0,22603.0,22364.0,28961.0,32293.0,27971.0,18570.0,28569.0,22067.0,37374.0,31460.0,38846.0,32497.0,49914.0,40945.0,45327.0,43916.0,59866.0,50742.0,54702.0,46774.0,115444.0,133560.0,48328.0,61832.0,53380.0,71272.0,64042.0,67726.0,72119.0,46001.0,49870.0,67302.0,58835.0
Kredyty i pożyczki,0.0,0.0,0.0,0.0,0.0,0.0,2129.0,250.0,19348.0,23977.0,15178.0,23599.0,10350.0,10459.0,13756.0,13404.0,5788.0,6958.0,7154.0,4745.0,888.0,59.0,16.0,21.0,24.0,25.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z tytułu emisji dłużnych papierów wartościowych,7151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,344.0,275.0,168.0,110.0,128.0,173.0,240.0,271.0,2931.0,284.0,277.0,254.0,239.0,259.0,260.0,220.0,327.0,466.0,397.0,381.0,32617.0,12436.0,20228.0,4117.0,170.0,60.0,63.0,234.0,220.0,205.0,190.0,233.0,244.0,274.0,246.0,6208.0,5451.0,4748.0,2154.0,2352.0,2356.0,2911.0,2933.0,7988.0,6905.0,15218.0,25802.0,33327.0,29724.0,38591.0,9578.0,8771.0,8478.0,14239.0,6884.0
Inne zobowiązania długoterminowe,22.0,22.0,22.0,22.0,22.0,22.0,22.0,17.0,8.0,6251.0,6236.0,6454.0,6437.0,7522.0,7444.0,7257.0,6566.0,8661.0,6779.0,7369.0,5266.0,5711.0,5295.0,5099.0,4665.0,5838.0,5332.0,1877.0,1242.0,1388.0,1577.0,18414.0,10221.0,5065.0,4657.0,8199.0,1992.0,6271.0,730.0,3982.0,2892.0,13134.0,10645.0,6528.0,7306.0,416.0,375.0,7407.0,5269.0,6493.0,5962.0,150147.0,4471.0,5896.0,5760.0,15032.0,14516.0,9115.0,11665.0,17303.0,13725.0,11835.0,20612.0,18736.0
Zobowiązania krótkoterminowe,49404.0,16741.0,15936.0,17833.0,10428.0,6222.0,6394.0,22449.0,22673.0,69550.0,53784.0,73893.0,56563.0,49971.0,43100.0,54273.0,38019.0,43132.0,50249.0,43758.0,31593.0,34634.0,42001.0,44991.0,66036.0,84152.0,89995.0,78782.0,98085.0,159575.0,120203.0,141857.0,136233.0,104739.0,91318.0,89747.0,83274.0,99147.0,95014.0,94484.0,88472.0,59899.0,56304.0,117283.0,107406.0,154650.0,207228.0,273299.0,299401.0,312682.0,500089.0,540969.0,639634.0,319839.0,293787.0,228267.0,254795.0,260693.0,196698.0,204534.0,177483.0,116759.0,164335.0,171174.0
Inne zobowiązania krótkoterminowe,3766.0,3216.0,3234.0,2855.0,2710.0,2982.0,1272.0,20147.0,1157.0,29250.0,27014.0,22033.0,23771.0,13311.0,3734.0,7116.0,9182.0,6493.0,4667.0,4806.0,5264.0,5466.0,13237.0,19972.0,41544.0,47857.0,52659.0,57849.0,78422.0,96593.0,84914.0,99026.0,109752.0,75608.0,58965.0,61713.0,64468.0,70358.0,72742.0,56920.0,56779.0,20809.0,23533.0,67123.0,60253.0,103872.0,158564.0,211279.0,246307.0,255624.0,450404.0,422592.0,498086.0,264606.0,216737.0,149085.0,150196.0,166927.0,90381.0,122837.0,122711.0,58411.0,82794.0,105455.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,35482.0,21340.0,18765.0,23754.0,16046.0,10117.0,10895.0,35227.0,35335.0,152740.0,143970.0,167514.0,169450.0,181689.0,175739.0,185275.0,169017.0,189736.0,200641.0,202892.0,193015.0,200819.0,212128.0,217635.0,239910.0,262899.0,265912.0,248937.0,264051.0,566906.0,568705.0,673946.0,693697.0,760760.0,787904.0,874960.0,908735.0,901996.0,930386.0,981513.0,999992.0,1013387.0,1025968.0,1126838.0,1145558.0,1136658.0,1208056.0,1404108.0,1524712.0,1597103.0,1604116.0,2894478.0,2887057.0,2147430.0,2148080.0,2158735.0,2252549.0,2196666.0,2230805.0,2274124.0,2313495.0,2180597.0,2412731.0,2613438.0
Przepływy pieniężne z działalności operacyjnej,-1120.0,-7372.0,124.0,-2603.0,-926.0,-1215.0,-1290.0,-1058.0,-797.0,2637.0,-151.0,8590.0,-4638.0,10635.0,-9448.0,3636.0,906.0,3495.0,13901.0,8393.0,4977.0,1309.0,4718.0,11050.0,3351.0,4115.0,-2746.0,-9337.0,-2294.0,136602.0,131814.0,105496.0,40286.0,101667.0,57772.0,59731.0,64297.0,59600.0,74064.0,33727.0,37008.0,-9142.0,29295.0,75430.0,-1962.0,46893.0,112619.0,59156.0,187225.0,98651.0,139088.0,286744.0,1062168.0,-181705.0,85828.0,1534.0,142122.0,534.0,69428.0,193947.0,113089.0,8510.0,123169.0,366113.0
Amortyzacja,168.0,133.0,146.0,123.0,100.0,91.0,89.0,88.0,80.0,422.0,490.0,544.0,471.0,554.0,448.0,505.0,563.0,585.0,687.0,782.0,740.0,794.0,804.0,801.0,826.0,832.0,921.0,583.0,1175.0,1049.0,1294.0,1628.0,1896.0,32223.0,1264.0,257.0,961.0,1389.0,1269.0,1287.0,1186.0,1164.0,1114.0,13171.0,8927.0,8216.0,8096.0,12248.0,9197.0,9000.0,8615.0,240852.0,27809.0,27587.0,27271.0,22062.0,21914.0,21647.0,40980.0,19063.0,25031.0,24793.0,97266.0,97992.0
Przepływy pieniężne z działalności inwestycyjnej,245.0,103.0,59.0,174.0,12.0,99.0,13.0,-14010.0,19.0,-33682.0,-3782.0,37481.0,-10668.0,4715.0,628.0,-914.0,2038.0,-1355.0,14.0,-822.0,-934.0,-908.0,-1102.0,-1183.0,-1070.0,5283.0,-3220.0,-100.0,-2541.0,-1822.0,7540.0,-15580.0,679.0,-32486.0,-12648.0,-15966.0,-497051.0,342220.0,-108292.0,-17142.0,-19862.0,57748.0,-113203.0,-19677.0,54868.0,-31052.0,-54692.0,-133622.0,-90031.0,-78937.0,-13964.0,76546.0,-81915.0,-189193.0,-63231.0,-279456.0,195861.0,-62933.0,-454121.0,-14414.0,-235164.0,86791.0,-35595.0,-423377.0
CAPEX (niematerialne i rzeczowe),0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,422.0,234.0,166.0,412.0,763.0,549.0,1010.0,640.0,1410.0,944.0,1151.0,803.0,836.0,1120.0,1416.0,1475.0,969.0,1702.0,1359.0,2574.0,506.0,1455.0,10605.0,815.0,6208.0,43720.0,16903.0,18176.0,24043.0,20447.0,27395.0,24017.0,38519.0,34946.0,20247.0,36455.0,29081.0,57391.0,170315.0,59763.0,70896.0,51233.0,39700.0,36344.0,92207.0,30761.0,26143.0,42998.0,72478.0,66164.0,74679.0,92496.0,100294.0,75541.0,61511.0
Przepływy pieniężne z działalności finansowej,19157.0,-7140.0,0.0,0.0,0.0,0.0,2129.0,14031.0,838.0,33148.0,4834.0,-33555.0,4187.0,-2258.0,-1050.0,-616.0,-7884.0,1321.0,-100.0,-2860.0,-4038.0,-761.0,30.0,-340.0,-116.0,-71.0,-160.0,1974.0,-77.0,-67.0,-80.0,251.0,275.0,265.0,2717.0,1275.0,-295.0,-100971.0,-495.0,-44.0,-11.0,-231.0,-407.0,-57.0,-1665.0,-102686.0,-1735.0,-1094.0,-1010.0,-664.0,-88992.0,-727.0,1442.0,-505032.0,-1016.0,-1173.0,-984.0,-1157.0,-101647.0,-231819.0,-1014.0,-100703.0,-678.0,-914.0
Emisja akcji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6848.0,0.0,0.0,11250.0,0.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503694.0,0.0,0.0,0.0,0.0,100739.0,0.0,0.0,99911.0,0.0,0.0
Przepływy pieniężne razem,18282.0,-14409.0,183.0,-2429.0,-914.0,-1116.0,852.0,-1037.0,60.0,2103.0,901.0,12516.0,-11119.0,13092.0,-9870.0,2106.0,-4940.0,3461.0,13815.0,4711.0,5.0,-360.0,3646.0,9527.0,2165.0,9327.0,-6126.0,-7463.0,-4912.0,134713.0,139274.0,90167.0,41240.0,69446.0,47841.0,45040.0,-433049.0,300849.0,-34723.0,16541.0,17135.0,48375.0,-84315.0,55696.0,51241.0,-86845.0,56192.0,-75560.0,96184.0,19050.0,36132.0,362563.0,981695.0,-875930.0,21581.0,-279095.0,336999.0,-63556.0,-486340.0,-52286.0,-123089.0,-5402.0,86896.0,-58178.0
