,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Rzeczowe składniki majątku trwałego,6590.0,6452.0,6452.0,5872.0,5717.0,4921.0,2494.0,660.0,2965.0,2917.0,2999.0,3338.0,3311.0,3424.0,3398.0,3306.0,4169.0,4130.0,4162.0,9343.0,9779.0,10303.0,11182.0,46261.0,46517.0,53094.0,56629.0,58159.0,60764.0,89862.0,107058.0,104423.0,109156.0,112689.0,109350.0,23816.0,23374.0,22650.0,22327.0,19332.0,18836.0,18395.0,18174.0,17633.0,17127.0,16659.0,14965.0,14710.0,14369.0,14357.0,13745.0,13411.0,13385.0,13441.0,13199.0,12900.0,13752.0,14154.0,13890.0,13442.0,13457.0,12990.0,12750.0,11502.0,11290.0,11147.0,10901.0,10640.0,10582.0,10304.0,10080.0,10124.0,9927.0,9667.0,9706.0,3103.0
Należności długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,465.0,511.0,322.0,322.0,329.0,324.0,69.0,69.0,69.0,45.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,601.0,1141.0,1587.0,1057.0,774.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inwestycje długoterminowe,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,2180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,474.0,939.0,5034.0,12171.0,11797.0,13132.0,15701.0,21391.0,25384.0,53929.0,41703.0,47237.0,45125.0,42062.0,42183.0,102247.0,98276.0,89465.0,84979.0,79985.0,75882.0,75814.0,75742.0,76552.0,76539.0,76417.0,79206.0,79173.0,79106.0,79041.0,71381.0,69693.0,69451.0,69384.0,64277.0,63554.0,64121.0,64053.0,63976.0,64026.0,63984.0,61585.0,58008.0,58003.0,57937.0,49179.0,49118.0,48013.0,47947.0,47867.0,44479.0,44468.0,44395.0,44323.0,44251.0,44628.0
Pozostałe aktywa trwałe,388.0,388.0,388.0,332.0,332.0,332.0,332.0,332.0,57.0,56.0,92.0,107.0,120.0,120.0,144.0,238.0,231.0,253.0,252.0,216.0,294.0,321.0,324.0,801.0,1205.0,769.0,1235.0,1259.0,944.0,1362.0,1339.0,2665.0,2196.0,2578.0,9588.0,1246.0,553.0,1524.0,4001.0,1133.0,1110.0,990.0,1049.0,1163.0,1176.0,893.0,574.0,1390.0,1558.0,1681.0,9591.0,2088.0,2272.0,2507.0,2348.0,2581.0,1721.0,1917.0,2047.0,2294.0,2481.0,2500.0,2488.0,2154.0,2310.0,2962.0,1575.0,1238.0,764.0,2223.0,4476.0,2239.0,2951.0,2592.0,2160.0,1831.0
Aktywa obrotowe,4263.0,3694.0,3694.0,2712.0,1969.0,1402.0,2431.0,17364.0,19417.0,33287.0,31749.0,29543.0,64289.0,50895.0,65510.0,67015.0,150813.0,156594.0,160114.0,116895.0,111218.0,105770.0,117335.0,128820.0,130507.0,154468.0,180802.0,180451.0,179935.0,172360.0,169548.0,152006.0,172744.0,151772.0,159316.0,144804.0,143490.0,125788.0,130374.0,121021.0,127750.0,126748.0,110865.0,96101.0,97789.0,103862.0,117650.0,105643.0,99009.0,94378.0,101986.0,110726.0,109719.0,116655.0,124569.0,149287.0,127340.0,123042.0,137262.0,156645.0,149473.0,153198.0,156735.0,180437.0,135014.0,150490.0,149589.0,156938.0,160186.0,185572.0,196367.0,192061.0,197195.0,211595.0,222257.0,224623.0
Zapasy,2199.0,1800.0,1800.0,1108.0,713.0,568.0,179.0,0.0,16102.0,27185.0,27076.0,24483.0,33001.0,25272.0,39446.0,42266.0,124028.0,124484.0,130213.0,91271.0,89389.0,90526.0,102938.0,100001.0,110089.0,133565.0,154586.0,135722.0,141439.0,143943.0,154114.0,137666.0,154872.0,131092.0,136677.0,118663.0,106531.0,105168.0,108512.0,98359.0,104262.0,103771.0,88415.0,75696.0,75413.0,85446.0,98377.0,85650.0,79283.0,79431.0,86640.0,85278.0,82172.0,83674.0,97630.0,118214.0,99906.0,103751.0,112831.0,130513.0,127641.0,138392.0,136421.0,146472.0,113588.0,113075.0,116156.0,129837.0,131203.0,136510.0,156633.0,158338.0,168122.0,186733.0,181916.0,185163.0
Należności krótkoterminowe,1875.0,1824.0,1824.0,1577.0,1248.0,480.0,2016.0,1784.0,2157.0,4087.0,3763.0,1752.0,2422.0,1347.0,2657.0,2806.0,4647.0,9007.0,8889.0,13037.0,7664.0,7707.0,9002.0,17408.0,15162.0,14015.0,18369.0,35109.0,32990.0,22655.0,10266.0,10732.0,11779.0,13880.0,17302.0,21002.0,27535.0,12781.0,13616.0,9140.0,12416.0,8019.0,9666.0,7849.0,9595.0,8440.0,7432.0,7806.0,7211.0,9170.0,8843.0,7657.0,8203.0,9870.0,7643.0,6568.0,9317.0,6946.0,14107.0,5776.0,5640.0,6365.0,6053.0,6953.0,9804.0,7905.0,10328.0,8487.0,8405.0,15473.0,14241.0,11704.0,12419.0,11414.0,8817.0,6767.0
Inwestycje krótkoterminowe,189.0,54.0,69.0,23.0,8.0,354.0,213.0,15562.0,947.0,1765.0,829.0,3023.0,28354.0,24150.0,23175.0,21809.0,21717.0,22813.0,20516.0,12261.0,13565.0,7155.0,4805.0,10687.0,3904.0,5096.0,5403.0,5643.0,1826.0,4559.0,3899.0,2319.0,2627.0,5465.0,4397.0,5139.0,8178.0,6593.0,7152.0,13522.0,11072.0,14958.0,12784.0,12556.0,12781.0,9976.0,11841.0,12187.0,12515.0,5777.0,6503.0,10197.0,11517.0,15284.0,14590.0,19800.0,13313.0,12345.0,10324.0,19357.0,16192.0,8441.0,10761.0,27012.0,11622.0,20839.0,14217.0,18614.0,20578.0,33589.0,25493.0,22019.0,16654.0,13448.0,31524.0,23184.0
Środki pieniężne i inne aktywa pieniężne,136.0,54.0,54.0,23.0,8.0,354.0,213.0,15562.0,947.0,1765.0,829.0,3023.0,28354.0,24150.0,23175.0,21809.0,21427.0,22381.0,20079.0,12179.0,13410.0,6966.0,4609.0,10110.0,3392.0,4542.0,4817.0,5643.0,1226.0,3729.0,3037.0,1665.0,1969.0,4393.0,3625.0,4299.0,7392.0,5799.0,6941.0,13482.0,11063.0,14958.0,12784.0,12556.0,12781.0,9976.0,10960.0,11297.0,11617.0,5749.0,6476.0,10126.0,11445.0,15212.0,14517.0,19727.0,13260.0,12291.0,10297.0,19357.0,16192.0,8441.0,10761.0,27012.0,11622.0,20835.0,14213.0,18610.0,20574.0,16854.0,8640.0,5893.0,2610.0,4330.0,12877.0,11435.0
Pozostałe aktywa obrotowe,0.0,16.0,1.0,4.0,0.0,0.0,23.0,18.0,211.0,250.0,81.0,285.0,512.0,126.0,232.0,134.0,421.0,290.0,496.0,326.0,600.0,382.0,590.0,724.0,1352.0,1792.0,2444.0,3977.0,3680.0,1203.0,1269.0,1289.0,3466.0,1335.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.0,1246.0,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7594.0,7827.0,7827.0,4706.0,4705.0,4804.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,8671.0,8888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9509.0
Aktywa razem,11241.0,10534.0,10534.0,8916.0,8018.0,6655.0,7237.0,20536.0,33570.0,47246.0,45870.0,43827.0,78558.0,65282.0,79889.0,81139.0,179687.0,185404.0,188928.0,151627.0,146159.0,141701.0,158241.0,209758.0,211759.0,243223.0,276116.0,286124.0,291427.0,342515.0,345167.0,318508.0,340851.0,320546.0,331848.0,273060.0,267604.0,242116.0,242398.0,226574.0,229698.0,228644.0,213868.0,200368.0,201371.0,206348.0,220697.0,203731.0,196845.0,192247.0,199464.0,198666.0,197563.0,204711.0,207063.0,230686.0,208873.0,205520.0,219525.0,236443.0,229427.0,230302.0,230006.0,252115.0,206562.0,213884.0,211272.0,216902.0,219539.0,246102.0,255525.0,248913.0,254477.0,268177.0,278374.0,274185.0
Kapitał własny akcjonariuszy jednostki dominującej,5147.0,4553.0,4553.0,3477.0,3096.0,4228.0,5701.0,19284.0,19067.0,19557.0,19182.0,19535.0,43882.0,45586.0,45196.0,45421.0,68079.0,72086.0,72856.0,80358.0,81285.0,82166.0,83790.0,100399.0,97499.0,101730.0,97446.0,121166.0,119426.0,118030.0,112200.0,104785.0,107507.0,95860.0,94802.0,60848.0,56470.0,42111.0,45703.0,42315.0,40132.0,37795.0,40330.0,42440.0,41260.0,36785.0,37932.0,45327.0,48779.0,48736.0,47428.0,46456.0,46719.0,46240.0,45297.0,42121.0,48302.0,48314.0,47487.0,42740.0,48178.0,45216.0,46627.0,47759.0,62981.0,74017.0,78747.0,81120.0,84565.0,86582.0,84435.0,92665.0,94149.0,89435.0,96572.0,104155.0
Kapitał (fundusz) podstawowy,3784.0,3784.0,3784.0,2270.0,2270.0,2270.0,2270.0,2270.0,6811.0,6811.0,6811.0,6811.0,10216.0,10216.0,10216.0,10216.0,33611.0,33611.0,33611.0,33611.0,33611.0,33611.0,33611.0,33611.0,33611.0,33611.0,33611.0,33611.0,33533.0,33533.0,33533.0,33533.0,33533.0,33533.0,33533.0,33533.0,33533.0,33533.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,40030.0,39530.0,39530.0,39530.0,39530.0,39510.0,39510.0,39510.0,39510.0,39510.0,39510.0,39510.0,39510.0,39510.0,39510.0
