,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Rzeczowe składniki majątku trwałego,73396.0,102340.0,99877.0,96708.0,98718.0,104787.0,107396.0,102839.0,100176.0,106173.0,115721.0,97058.0,101815.0,103548.0,106663.0,118479.0,113215.0,101824.0,103022.0,99790.0,90838.0,90722.0,93122.0,106593.0,102543.0,112997.0,113807.0,274001.0,267632.0,239851.0,234809.0,111192.0,116634.0,111602.0,107759.0,83755.0,80924.0,79864.0,83926.0,79513.0,76549.0,74715.0,73681.0,83248.0,83254.0,94447.0,102547.0,114674.0,137335.0,116943.0,140700.0,162422.0,160816.0,174996.0,206584.0,258123.0,290302.0,278544.0,491542.0,512921.0,518232.0,537381.0,540979.0,548812.0,533930.0,528585.0,544536.0,538612.0,531672.0,548330.0,565092.0,640734.0,652684.0,660208.0,671483.0,717986.0,734566.0
Należności długoterminowe,81377.0,75470.0,67176.0,55963.0,52070.0,51153.0,49789.0,49177.0,52069.0,65455.0,64794.0,67557.0,61579.0,61270.0,59468.0,53420.0,63325.0,50935.0,57211.0,49658.0,50765.0,49785.0,44166.0,44327.0,39326.0,39419.0,35466.0,37907.0,39286.0,38451.0,23792.0,19202.0,23244.0,8945.0,38679.0,43079.0,55100.0,63898.0,67640.0,75159.0,76559.0,76186.0,77160.0,80597.0,82445.0,83507.0,82295.0,82352.0,80904.0,83031.0,83137.0,85781.0,87545.0,87565.0,89929.0,68223.0,66612.0,69748.0,69275.0,88577.0,91290.0,73327.0,77606.0,75204.0,74215.0,74244.0,76057.0,74113.0,70827.0,69946.0,68874.0,70952.0,69119.0,70563.0,71318.0,72984.0,74855.0
Inwestycje długoterminowe,91683.0,90665.0,66735.0,56696.0,57189.0,50384.0,50211.0,54984.0,54183.0,131517.0,131430.0,130249.0,127928.0,126300.0,122367.0,44556.0,42785.0,48265.0,47159.0,48281.0,47437.0,44371.0,43592.0,43378.0,35131.0,28879.0,29227.0,28927.0,25660.0,27306.0,27772.0,37357.0,38329.0,60130.0,36878.0,37120.0,34291.0,33590.0,33516.0,40909.0,55366.0,91013.0,91126.0,118815.0,124455.0,124991.0,85955.0,88439.0,92474.0,166249.0,140095.0,170523.0,176075.0,140677.0,190902.0,149715.0,159988.0,108599.0,54374.0,17613.0,19910.0,20099.0,20207.0,19019.0,12586.0,13885.0,10473.0,10964.0,11992.0,14039.0,13120.0,14727.0,15301.0,27871.0,22814.0,23439.0,44508.0
Pozostałe aktywa trwałe,107058.0,47229.0,52812.0,50126.0,61252.0,64034.0,67840.0,63053.0,70143.0,71910.0,80568.0,102312.0,99294.0,109698.0,115299.0,168890.0,157550.0,168974.0,195781.0,243385.0,235612.0,263662.0,293322.0,361882.0,349127.0,334787.0,319524.0,332806.0,325268.0,284803.0,264695.0,315827.0,312125.0,311180.0,317429.0,380933.0,376007.0,366546.0,390221.0,404184.0,393541.0,395244.0,432762.0,461310.0,460397.0,465696.0,501580.0,468308.0,464620.0,430902.0,459554.0,405208.0,405917.0,434275.0,392935.0,410954.0,420191.0,412891.0,452153.0,478101.0,508219.0,517651.0,553971.0,562694.0,581905.0,606557.0,657321.0,729637.0,795725.0,764958.0,750299.0,768429.0,768117.0,726248.0,778651.0,878057.0,861323.0
Aktywa obrotowe,1228634.0,1483832.0,1797734.0,1591422.0,1356894.0,1694381.0,1823441.0,1886118.0,1670644.0,1743685.0,1869626.0,1868713.0,1690215.0,1891761.0,2047654.0,2823170.0,1967194.0,2718013.0,2313245.0,2821742.0,2248356.0,2367725.0,2786811.0,3434388.0,2843319.0,2807528.0,3154136.0,3681325.0,2949434.0,3230202.0,3235110.0,2888404.0,2465607.0,2558268.0,2872362.0,3064523.0,2653360.0,2697990.0,3018817.0,3180713.0,3316676.0,3491165.0,3918840.0,3892157.0,3809469.0,4067834.0,4504582.0,4736729.0,4438027.0,4265338.0,4654782.0,5070022.0,4577073.0,4287384.0,4291427.0,4467710.0,4084963.0,4223871.0,4802823.0,5239417.0,5595872.0,5739258.0,6075857.0,5925973.0,6217314.0,5220096.0,5461141.0,5190905.0,5642470.0,5149082.0,5338868.0,5569074.0,5924573.0,5492354.0,5752127.0,6416465.0,6326777.0
Zapasy,180334.0,214341.0,233020.0,278623.0,287337.0,343236.0,374177.0,416127.0,398901.0,434206.0,484853.0,533311.0,584641.0,621924.0,636816.0,1219779.0,667735.0,1202917.0,649259.0,1128634.0,1055985.0,1035146.0,970644.0,991387.0,1042760.0,1011313.0,1074920.0,1115558.0,1190712.0,1153813.0,1089588.0,876206.0,855222.0,838074.0,822725.0,697046.0,644951.0,627101.0,633583.0,648655.0,740240.0,788411.0,882588.0,867581.0,915551.0,998092.0,1093821.0,1183649.0,1344824.0,1455381.0,1413401.0,1425100.0,1501001.0,1542872.0,1575193.0,1611813.0,1778221.0,1835762.0,1962807.0,2013756.0,2137663.0,2002238.0,1963117.0,1998255.0,394366.0,417660.0,425496.0,428960.0,532467.0,651393.0,640873.0,743778.0,737375.0,633300.0,565946.0,607977.0,626766.0
Należności krótkoterminowe,682744.0,862752.0,1128113.0,706348.0,631932.0,1001066.0,1058732.0,952885.0,860923.0,1065855.0,1090544.0,759984.0,681683.0,772644.0,813207.0,769594.0,678325.0,724087.0,723973.0,524839.0,441743.0,768064.0,941146.0,549870.0,682042.0,1044634.0,1041909.0,790079.0,850693.0,1587984.0,1185985.0,679680.0,742274.0,929676.0,982023.0,672636.0,585430.0,1017586.0,1072307.0,678425.0,685848.0,1087135.0,1047076.0,609018.0,753449.0,1124985.0,1144470.0,836188.0,962297.0,1400464.0,1615635.0,1231550.0,1321788.0,858635.0,897038.0,880713.0,1434411.0,1839807.0,1996301.0,1144698.0,1370942.0,1547052.0,1682408.0,1541462.0,1344974.0,1747028.0,2038439.0,2044654.0,1999316.0,2375905.0,2335789.0,1570076.0,1794297.0,2008576.0,2228524.0,1875787.0,1649643.0
Inwestycje krótkoterminowe,356435.0,397887.0,424030.0,600046.0,413653.0,328071.0,364970.0,510942.0,400681.0,230585.0,282031.0,539903.0,381757.0,467206.0,568032.0,827627.0,612624.0,784585.0,935280.0,1159046.0,734913.0,551452.0,860537.0,1879577.0,1101115.0,736705.0,1019000.0,1761771.0,892644.0,446451.0,917768.0,1323457.0,853810.0,777046.0,1014937.0,1662078.0,1396192.0,1014630.0,1299712.0,1851452.0,1890588.0,1615619.0,1989176.0,2415558.0,2140469.0,1944757.0,2266291.0,2716892.0,2130906.0,1409493.0,1625746.0,2413372.0,1754284.0,1885877.0,1819196.0,1975184.0,872331.0,548302.0,843715.0,2080963.0,2087267.0,2189968.0,2430332.0,2386256.0,2335584.0,3055408.0,2997206.0,2717291.0,3110687.0,2121784.0,2362206.0,3255220.0,3392901.0,2850478.0,2957657.0,3932701.0,4050368.0
Środki pieniężne i inne aktywa pieniężne,191992.0,261853.0,305430.0,492866.0,342444.0,295035.0,339313.0,489249.0,375425.0,206490.0,223415.0,509162.0,348805.0,409816.0,495849.0,726006.0,511003.0,743205.0,908487.0,1130357.0,719144.0,549286.0,856966.0,1862403.0,1084409.0,734997.0,1017090.0,1761630.0,891894.0,445576.0,913227.0,1317733.0,850917.0,776018.0,1011056.0,1658783.0,1396064.0,1014447.0,1285765.0,1831652.0,1867993.0,1583217.0,1950550.0,2413126.0,2138157.0,1923133.0,2265723.0,2715134.0,2030397.0,1227660.0,1393375.0,2126839.0,1480006.0,920340.0,828263.0,1409152.0,870125.0,485809.0,842535.0,1515977.0,1950005.0,2053847.0,2428286.0,2384398.0,2333831.0,2962168.0,2996185.0,2684885.0,3018258.0,2073551.0,2311479.0,3221410.0,3377689.0,2812310.0,2901294.0,3877894.0,3977962.0
Pozostałe aktywa obrotowe,9121.0,8852.0,12571.0,6405.0,23972.0,22008.0,25562.0,6164.0,10139.0,8134.0,7405.0,5037.0,8294.0,6851.0,6189.0,6063.0,8471.0,6346.0,4694.0,4772.0,8077.0,7155.0,8576.0,7646.0,11494.0,14876.0,18307.0,13917.0,15385.0,14089.0,14053.0,9061.0,14301.0,13472.0,52677.0,32763.0,26787.0,38673.0,13215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
