,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
Aktywa trwałe przeznaczone do sprzedaży,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10551.0,0.0,2864.0,2864.0,2865.0,2865.0,2883.0,2865.0,2865.0,2865.0,2865.0,2865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,275.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5588.0,5598.0,0.0,0.0,3861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3927.0,0.0,0.0,0.0,0.0,0.0,0.0,23745.0
Aktywa razem,0.0,264144.0,312485.0,274750.0,346847.0,331084.0,334217.0,363113.0,461559.0,432564.0,521817.0,485764.0,558489.0,694831.0,718596.0,718608.0,915247.0,862545.0,839574.0,824934.0,895106.0,879955.0,888522.0,888325.0,968105.0,944014.0,901519.0,941729.0,1022474.0,968734.0,963902.0,932372.0,1146743.0,1114315.0,1100655.0,1072372.0,1142301.0,1120342.0,1099922.0,1140334.0,1216555.0,1210955.0,1177068.0,1172182.0,1304828.0,1272096.0,1267164.0,1256508.0,1444865.0,1443120.0,1433915.0,1410708.0,1501915.0,1532583.0,1579760.0,1533492.0,1665945.0,1762376.0,1729072.0,1722155.0,1842711.0,1922419.0,1925011.0,1909019.0,2003558.0,2087457.0,2024218.0,1997894.0,2110248.0,2161075.0,2124343.0,2168818.0,2271982.0,2286091.0,2194601.0,2230370.0,2263869.0
Kapitał własny akcjonariuszy jednostki dominującej,110670.0,119952.0,127221.0,133601.0,147019.0,201383.0,210769.0,218277.0,242403.0,253131.0,260998.0,268337.0,286552.0,452528.0,448830.0,450873.0,496194.0,501885.0,499995.0,508251.0,537270.0,537513.0,536563.0,544724.0,574947.0,573874.0,548242.0,560322.0,600354.0,605025.0,597756.0,595205.0,621623.0,624624.0,609301.0,608837.0,626343.0,632923.0,628674.0,650668.0,688308.0,705722.0,723576.0,723222.0,767559.0,775259.0,789677.0,791512.0,847423.0,842777.0,835938.0,834357.0,862904.0,829890.0,834395.0,850534.0,858146.0,866224.0,871941.0,921206.0,952123.0,982303.0,987378.0,1021597.0,1080039.0,1109693.0,1106214.0,1144601.0,1185912.0,1221973.0,1213286.0,1261998.0,1277519.0,1296564.0,1275816.0,1321351.0,1324759.0
Kapitał (fundusz) podstawowy,0.0,6852.0,6955.0,6955.0,6955.0,7519.0,7519.0,7519.0,7519.0,7519.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8051.0,8125.0,8125.0,8125.0,8125.0,8125.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0,8133.0
Udziały (akcje) własne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kapitał (fundusz) zapasowy,0.0,118277.0,127049.0,127890.0,86861.0,167458.0,197394.0,198052.0,127795.0,199059.0,128349.0,128612.0,128875.0,130398.0,131845.0,133332.0,134818.0,135563.0,136308.0,137053.0,137798.0,138458.0,139120.0,139780.0,140441.0,141125.0,141809.0,141809.0,142007.0,142088.0,142171.0,142250.0,142332.0,143050.0,143768.0,144486.0,145205.0,145960.0,146716.0,147471.0,148226.0,148226.0,148226.0,148226.0,148226.0,148226.0,148226.0,148226.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,143041.0,84446.0,84446.0,84446.0
Udziały niekontrolujące,14013.0,13642.0,14380.0,14443.0,14353.0,14672.0,14622.0,14705.0,14580.0,14627.0,14623.0,14803.0,14228.0,13902.0,14706.0,14907.0,37980.0,20243.0,19401.0,19053.0,17046.0,15219.0,16386.0,15670.0,9242.0,6604.0,10586.0,10902.0,9497.0,7264.0,6444.0,5479.0,3319.0,3200.0,6338.0,5577.0,11368.0,11711.0,12048.0,12007.0,12385.0,12387.0,12899.0,12719.0,13022.0,13314.0,14257.0,16676.0,14641.0,13970.0,16838.0,16848.0,16128.0,15627.0,19321.0,18898.0,17962.0,19930.0,19550.0,18972.0,18633.0,18205.0,18233.0,19824.0,18508.0,16642.0,15101.0,12772.0,11450.0,10142.0,7297.0,4175.0,2171.0,220.0,380.0,-3303.0,-4563.0
Zobowiązania długoterminowe,0.0,59043.0,63477.0,63022.0,62836.0,22192.0,24024.0,35364.0,58008.0,57151.0,76411.0,80804.0,87155.0,119885.0,134926.0,140310.0,158817.0,160366.0,155194.0,142886.0,138619.0,134787.0,134951.0,139810.0,135652.0,134189.0,118997.0,124585.0,137069.0,128284.0,143588.0,144388.0,136467.0,145149.0,142705.0,155221.0,151895.0,151648.0,135077.0,144714.0,161516.0,154094.0,154793.0,152619.0,152686.0,152347.0,159731.0,175154.0,196921.0,204314.0,225119.0,239999.0,237668.0,235429.0,237839.0,232309.0,230184.0,271466.0,261022.0,257318.0,257351.0,268668.0,257350.0,249719.0,252430.0,261302.0,245999.0,253348.0,244006.0,230646.0,222860.0,240339.0,256283.0,254499.0,237884.0,235576.0,222518.0
Z tytułu dostaw i usług,0.0,47999.0,93642.0,47375.0,99991.0,71592.0,68603.0,78568.0,127714.0,96185.0,153674.0,107764.0,152867.0,97003.0,104260.0,94205.0,177171.0,153067.0,144089.0,136266.0,118068.0,172815.0,178224.0,158923.0,149812.0,152172.0,138988.0,143744.0,146332.0,129509.0,120906.0,111956.0,232316.0,214776.0,194026.0,178040.0,189194.0,178218.0,162866.0,149665.0,137273.0,156711.0,136088.0,118673.0,150898.0,140808.0,127098.0,114143.0,154493.0,187480.0,167974.0,144981.0,177320.0,181903.0,195984.0,180571.0,182502.0,219405.0,187094.0,181955.0,191770.0,227578.0,224142.0,206516.0,216128.0,245981.0,231641.0,211814.0,242899.0,264643.0,244671.0,237891.0,277732.0,303472.0,276146.0,286193.0,280979.0
Kredyty i pożyczki,0.0,1531.0,2798.0,2769.0,2880.0,2745.0,2339.0,2652.0,3033.0,3210.0,4175.0,4794.0,4945.0,6103.0,6767.0,7658.0,26794.0,8915.0,8163.0,7687.0,12899.0,6666.0,6738.0,10212.0,13089.0,7559.0,23359.0,26063.0,27435.0,26114.0,11828.0,14239.0,36325.0,45087.0,38677.0,27287.0,20700.0,20924.0,38685.0,62694.0,20522.0,20291.0,22144.0,24060.0,24152.0,24615.0,25114.0,25070.0,28469.0,29268.0,36042.0,38521.0,39111.0,52374.0,65707.0,49966.0,40267.0,38557.0,42165.0,40453.0,41091.0,43473.0,43576.0,41255.0,40176.0,43581.0,42852.0,41799.0,40443.0,38571.0,44747.0,49451.0,44732.0,39218.0,35921.0,50950.0,39137.0
Z tytułu emisji dłużnych papierów wartościowych,0.0,1499.0,923.0,1664.0,1097.0,3040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zobowiązania z tytułu leasingu finansowego,0.0,0.0,0.0,0.0,0.0,282.0,415.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952.0,686.0,0.0,14680.0,0.0,180.0,0.0,14156.0,0.0,409.0,402.0,13669.0,433.0,1369.0,353.0,3150.0,1826.0,1639.0,5704.0,2329.0,21.0,2350.0,180.0,12376.0,6705.0,509.0,852.0,2498.0,494.0,479.0,17545.0,16653.0,16685.0,15730.0,17313.0,19787.0,27037.0,19142.0,20240.0,29824.0,23770.0,21023.0,28300.0,32533.0,41928.0,21099.0,21509.0,21996.0,23309.0,22138.0
Inne zobowiązania długoterminowe,0.0,5610.0,5641.0,5725.0,5687.0,5692.0,5712.0,5890.0,6537.0,6428.0,6600.0,6874.0,9416.0,38039.0,45444.0,49475.0,64417.0,65116.0,62551.0,58126.0,55796.0,54151.0,55381.0,55781.0,50848.0,49425.0,49192.0,49497.0,48174.0,45491.0,47214.0,45591.0,41575.0,40380.0,39301.0,38238.0,40628.0,40099.0,37536.0,39578.0,38519.0,37253.0,36716.0,36318.0,37735.0,40618.0,43852.0,46520.0,49959.0,51631.0,52480.0,52756.0,50890.0,47641.0,49264.0,50613.0,53836.0,49146.0,52878.0,55061.0,56632.0,61530.0,56617.0,55776.0,60611.0,58546.0,54460.0,57821.0,62577.0,63216.0,71987.0,77335.0,58581.0,60173.0,59894.0,61606.0,64648.0
Zobowiązania krótkoterminowe,0.0,71507.0,107407.0,63684.0,122639.0,92837.0,84802.0,94767.0,146568.0,107655.0,169785.0,121820.0,170554.0,108516.0,120134.0,112518.0,222256.0,180051.0,164984.0,154744.0,202171.0,192436.0,200622.0,188121.0,248264.0,229347.0,223694.0,245920.0,275554.0,228161.0,216114.0,187300.0,385334.0,341342.0,342311.0,302737.0,352695.0,324060.0,324123.0,332945.0,354346.0,338752.0,285800.0,283622.0,371561.0,331176.0,303499.0,273166.0,385880.0,382059.0,356020.0,319504.0,385215.0,451637.0,488205.0,431751.0,559653.0,604756.0,576559.0,524659.0,614604.0,653243.0,662050.0,617879.0,652581.0,699820.0,656904.0,587173.0,668880.0,698314.0,680900.0,662306.0,736009.0,734808.0,680521.0,676746.0,721155.0
Inne zobowiązania krótkoterminowe,0.0,20478.0,10044.0,11876.0,18671.0,15178.0,13445.0,13504.0,15821.0,8260.0,11936.0,9262.0,12742.0,5410.0,9107.0,10655.0,18291.0,18069.0,12732.0,10791.0,71204.0,12955.0,15660.0,18986.0,85363.0,69616.0,61347.0,74161.0,101101.0,72538.0,68700.0,61105.0,116513.0,81479.0,95452.0,97410.0,142392.0,124516.0,108903.0,120153.0,195182.0,161397.0,124418.0,139063.0,194872.0,160049.0,148958.0,133932.0,200568.0,165131.0,139628.0,129297.0,168275.0,216508.0,224016.0,200720.0,336405.0,329249.0,330647.0,285566.0,366013.0,364879.0,374545.0,343071.0,377135.0,390018.0,352587.0,309790.0,364515.0,366800.0,358949.0,333036.0,392446.0,370609.0,346458.0,316294.0,378901.0
Rozliczenia międzyokresowe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasywa razem,124683.0,264144.0,312485.0,274750.0,346847.0,331084.0,334217.0,363113.0,461559.0,432564.0,521817.0,485764.0,558489.0,694831.0,718596.0,718608.0,915247.0,862545.0,839574.0,824934.0,895106.0,879955.0,888522.0,888325.0,968105.0,944014.0,901519.0,941729.0,1022474.0,968734.0,963902.0,932372.0,1146743.0,1114315.0,1100655.0,1072372.0,1142301.0,1120342.0,1099922.0,1140334.0,1216555.0,1210955.0,1177068.0,1172182.0,1304828.0,1272096.0,1267164.0,1256508.0,1444865.0,1443120.0,1433915.0,1410708.0,1501915.0,1532583.0,1579760.0,1533492.0,1665945.0,1762376.0,1729072.0,1722155.0,1842711.0,1922419.0,1925011.0,1909019.0,2003558.0,2087457.0,2024218.0,1997894.0,2110248.0,2161075.0,2124343.0,2168818.0,2271982.0,2286091.0,2194601.0,2230370.0,2263869.0
Przepływy pieniężne z działalności operacyjnej,2873.0,-11049.0,2237.0,13972.0,43543.0,-17742.0,-13785.0,15906.0,45713.0,6132.0,3104.0,-16041.0,45990.0,3438.0,24583.0,-2262.0,28102.0,67582.0,-12408.0,-1930.0,33820.0,9518.0,5757.0,-4797.0,24261.0,50486.0,-43346.0,-574.0,51794.0,43595.0,-6392.0,-3802.0,33746.0,39836.0,-22759.0,33239.0,54132.0,51309.0,560.0,-20312.0,125830.0,16990.0,-7471.0,12588.0,94908.0,38223.0,-21736.0,17718.0,59769.0,87163.0,-46795.0,-5729.0,28276.0,36484.0,-42708.0,29541.0,116165.0,104348.0,-34863.0,10661.0,88818.0,87867.0,36450.0,71434.0,112454.0,112518.0,-6049.0,25818.0,65160.0,110713.0,-24403.0,-854.0,78574.0,138375.0,-53214.0,25439.0,101546.0
Amortyzacja,2310.0,2576.0,2667.0,2996.0,3025.0,3103.0,3071.0,3149.0,3417.0,3939.0,4162.0,4436.0,4507.0,4594.0,4788.0,4721.0,5955.0,9159.0,15049.0,6183.0,11454.0,11497.0,11754.0,8559.0,9616.0,7252.0,10614.0,11473.0,12296.0,12326.0,14317.0,13291.0,13392.0,16455.0,15323.0,16768.0,15895.0,13279.0,13233.0,13270.0,14598.0,14054.0,11103.0,14591.0,13735.0,16016.0,16561.0,14875.0,15556.0,15189.0,16556.0,14738.0,17826.0,16175.0,20236.0,11149.0,17645.0,20298.0,19857.0,23563.0,21211.0,21892.0,24565.0,18424.0,21410.0,21126.0,24728.0,19122.0,27123.0,22876.0,23627.0,23581.0,23712.0,22895.0,22722.0,25330.0,24782.0
Przepływy pieniężne z działalności inwestycyjnej,-21806.0,-12616.0,-10309.0,-8103.0,-5150.0,1993.0,-4181.0,-15779.0,-27296.0,-10395.0,-27346.0,-11701.0,-9741.0,165643.0,-18653.0,-14684.0,-61414.0,-46858.0,-1197.0,-16264.0,-9106.0,-20361.0,-13181.0,-11764.0,6084.0,-17735.0,-9286.0,-19499.0,-35603.0,-18979.0,-35265.0,-20359.0,-40930.0,-15684.0,-15953.0,-10212.0,-21623.0,-12874.0,-18267.0,-15612.0,-32284.0,-22711.0,-20150.0,-39363.0,-38930.0,-18866.0,-33508.0,-32585.0,-27382.0,-36152.0,-35869.0,-20610.0,-23560.0,-26706.0,-18058.0,-15130.0,-11785.0,-4508.0,-10705.0,-13576.0,-5584.0,-2278.0,-30702.0,-20127.0,-58192.0,-111751.0,11957.0,28736.0,-79897.0,6569.0,-9004.0,-46322.0,-26875.0,-20125.0,-14852.0,-1602.0,-31276.0
CAPEX (niematerialne i rzeczowe),6971.0,10468.0,10453.0,7127.0,9000.0,4801.0,7232.0,15949.0,29341.0,8534.0,29590.0,11934.0,7002.0,26339.0,-797.0,27311.0,71779.0,12239.0,1740.0,14493.0,8061.0,7125.0,6358.0,21875.0,13297.0,12497.0,4912.0,35841.0,37335.0,13850.0,22480.0,21957.0,38461.0,15699.0,17077.0,11179.0,10555.0,20214.0,8495.0,23659.0,32914.0,18777.0,20286.0,27171.0,26526.0,20936.0,24632.0,46694.0,31510.0,25999.0,53762.0,35302.0,25438.0,27361.0,20207.0,23872.0,15123.0,6892.0,14787.0,14706.0,17405.0,10001.0,22299.0,18713.0,45034.0,12166.0,9375.0,21708.0,26165.0,37469.0,50123.0,39403.0,27530.0,20330.0,18980.0,7018.0,18229.0
Przepływy pieniężne z działalności finansowej,-239.0,7333.0,3743.0,-1125.0,-2343.0,-459.0,-2685.0,10983.0,21589.0,-1354.0,19611.0,4398.0,2318.0,3929.0,6834.0,535.0,10926.0,-18595.0,-7313.0,-7526.0,7296.0,-5178.0,-2079.0,6618.0,649.0,-6920.0,123.0,4333.0,15794.0,-4214.0,-3853.0,-9268.0,18566.0,10528.0,-6231.0,-11401.0,-6834.0,-6594.0,6326.0,15792.0,-28702.0,-283.0,-279.0,-3754.0,-1737.0,-2294.0,-630.0,14510.0,15981.0,13631.0,21902.0,-6053.0,9963.0,11203.0,-4039.0,-22531.0,-17499.0,-15978.0,-11839.0,-28415.0,-2153.0,-14399.0,-14933.0,-29849.0,-15546.0,7251.0,-10281.0,-42380.0,-17363.0,-20833.0,-9771.0,-28224.0,22939.0,-21759.0,-16918.0,-33201.0,-24387.0
Emisja akcji,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,2850.0,4012.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dywidenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12077.0,0.0,0.0,0.0,12077.0,0.0,0.0,0.0,13271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12200.0,0.0,0.0,0.0,12200.0,0.0,0.0,0.0,12200.0,0.0,0.0,0.0,12200.0,0.0,0.0,0.0,25750.0,0.0,0.0,0.0,32533.0,0.0,0.0,0.0,32533.0,0.0
Przepływy pieniężne razem,-19172.0,-16332.0,-4329.0,4744.0,36050.0,-16208.0,-20651.0,11110.0,40006.0,-5617.0,-4631.0,-23344.0,38567.0,173010.0,12764.0,-16411.0,-22386.0,2129.0,-20918.0,-25720.0,32010.0,-16021.0,-9503.0,-9943.0,30994.0,25831.0,-52509.0,-15740.0,31985.0,20402.0,-45510.0,-33429.0,11382.0,34680.0,-44943.0,11626.0,25675.0,31841.0,-11381.0,-20132.0,64844.0,-6004.0,-27900.0,-30529.0,54241.0,17063.0,-55874.0,-357.0,48368.0,64642.0,-60762.0,-32392.0,14679.0,20981.0,-64805.0,-8120.0,86881.0,83862.0,-57407.0,-31330.0,81081.0,71190.0,-9185.0,21458.0,38716.0,8018.0,-4373.0,12174.0,-32100.0,96449.0,-43178.0,-75400.0,74638.0,96491.0,-84984.0,-9364.0,45883.0
